Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2016);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Categories
112;21100415705;"Alzheimer's and Dementia: Translational Research and Clinical Interventions";journal;"23528737";1,022;Q2;8;31;22;1210;54;21;2,57;39,03;United States;"Elsevier Inc.";"Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
113;16102;"Human Psychopharmacology";journal;"08856222, 10991077";1,018;Q2;68;48;207;2258;565;202;2,59;47,04;United States;"John Wiley & Sons Inc.";"Neurology (Q2); Neurology (clinical) (Q2); Pharmacology (medical) (Q2); Psychiatry and Mental Health (Q2)"
114;14897;"Journal of Electromyography and Kinesiology";journal;"10506411";1,017;Q2;85;132;466;4926;1006;461;1,74;37,32;Netherlands;"Elsevier BV";"Biophysics (Q1); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2); Sports Science (Q2)"
115;21100213700;"Journal of Clinical Neurology";journal;"20055013, 17386586";1,016;Q2;31;89;176;2159;422;151;2,89;24,26;South Korea;"Korean Neurological Association";"Neurology (Q2); Neurology (clinical) (Q2)"
116;19700177308;"Stroke Research and Treatment";journal;"20908105, 20420056";1,015;Q2;23;18;84;560;236;79;2,08;31,11;Egypt;"Hindawi Publishing Corporation";"Neurology (clinical) (Q2)"
117;18712;"Psychiatry and Clinical Neurosciences";journal;"14401819, 13231316";1,014;Q2;62;78;323;2843;604;241;2,32;36,45;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2); Psychiatry and Mental Health (Q2)"
118;16726;"Journal of Intellectual Disability Research";journal;"13652788, 09642633";1,011;Q2;89;94;313;3909;688;306;2,15;41,59;United Kingdom;"Blackwell Publishing Inc.";"Arts and Humanities (miscellaneous) (Q1); Rehabilitation (Q1); Neurology (Q2); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
119;15300154855;"Journal of Neural Transmission";journal;"03009564";0,990;Q2;96;159;572;8852;1431;552;2,51;55,67;Germany;"Springer Verlag";"Neurology (Q2); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2); Biological Psychiatry (Q3)"
120;20041;"Neurourology and Urodynamics";journal;"15206777, 07332467";0,980;Q2;79;191;426;4647;930;356;2,65;24,33;United States;"John Wiley & Sons Inc.";"Urology (Q1); Neurology (clinical) (Q2)"
121;21100831450;"Annual Review of Vision Science";journal;"23744650, 23744642";0,976;Q2;4;20;1;0;3;1;3,00;0,00;United States;"Annual Reviews Inc.";"Ophthalmology (Q1); Neurology (clinical) (Q2)"
122;17500155152;"American Journal on Intellectual and Developmental Disabilities";journal;"19447515, 19447558";0,971;Q2;74;35;113;1773;229;107;2,07;50,66;United States;"American Association on Intellectual and Developmental Disabilities";"Arts and Humanities (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Developmental and Educational Psychology (Q2); Neurology (clinical) (Q2); Neuropsychology and Physiological Psychology (Q2); Psychiatry and Mental Health (Q2)"
123;16834;"Journal of the Peripheral Nervous System";journal;"10859489, 15298027";0,967;Q2;60;34;142;753;325;123;2,52;22,15;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)"
124;20000195097;"Multiple Sclerosis and Related Disorders";journal;"22110348";0,961;Q2;18;166;270;4683;552;233;2,52;28,21;United States;"Elsevier";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
125;17700155012;"Handbook of Clinical Neurology";book series;"00729752";0,959;Q2;35;231;974;19952;2138;893;2,45;86,37;United States;"Elsevier Science Inc.";"Medicine (miscellaneous) (Q1); Neurology (Q2); Neurology (clinical) (Q2)"
126;145172;"Behavioral Sleep Medicine";journal;"15402002, 15402010";0,951;Q2;38;74;115;2235;229;103;2,07;30,20;United States;"Lawrence Erlbaum Associates Inc.";"Medicine (miscellaneous) (Q1); Psychology (miscellaneous) (Q1); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q3)"
127;19386;"Seminars in Pediatric Neurology";journal;"10719091";0,932;Q2;51;50;137;2824;249;106;1,91;56,48;United Kingdom;"W. B. Saunders Co., Ltd.";"Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2)"
128;16820;"Journal of the Neurological Sciences";journal;"0022510";0,921;Q2;120;678;1651;19946;3477;1396;2,36;29,42;Netherlands;"Elsevier BV";"Neurology (Q2); Neurology (clinical) (Q2)"
129;15013;"Current Treatment Options in Neurology";journal;"10928480, 15343138";0,914;Q2;34;53;165;3703;455;165;2,90;69,87;United States;"Current Science Inc.";"Neurology (clinical) (Q2)"
130;21100403234;"Alzheimer's and Dementia: Diagnosis, Assessment and Disease Monitoring";journal;"23528729";0,911;Q2;12;61;68;2406;174;61;2,85;39,44;Netherlands;"Elsevier BV";"Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
131;19015;"Metabolic Brain Disease";journal;"08857490, 15737365";0,900;Q2;57;157;387;7615;905;369;2,32;48,50;United States;"Kluwer Academic/Plenum Publishers";"Biochemistry (Q2); Neurology (clinical) (Q2); Cellular and Molecular Neuroscience (Q3)"
132;5700155920;"Focus on Autism and Other Developmental Disabilities";journal;"15384829, 10883576";0,897;Q2;51;21;73;950;140;72;1,52;45,24;United States;"SAGE Publications Inc.";"Pediatrics, Perinatology and Child Health (Q1); Cognitive Neuroscience (Q2); Neurology (Q2); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
133;12736;"Journal of Clinical and Experimental Neuropsychology";journal;"1744411, 13803395";0,888;Q2;94;98;283;5367;608;282;1,92;54,77;United Kingdom;"Taylor & Francis";"Clinical Psychology (Q2); Neurology (Q2); Neurology (clinical) (Q2)"
134;14991;"European Journal of Paediatric Neurology";journal;"10903798";0,878;Q2;54;158;353;3824;773;330;2,26;24,20;United Kingdom;"W. B. Saunders Co., Ltd.";"Pediatrics, Perinatology and Child Health (Q1); Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2)"
135;14255;"Autonomic Neuroscience: Basic and Clinical";journal;"15660702";0,867;Q2;73;72;325;4474;682;309;2,25;62,14;Netherlands;"Elsevier BV";"Neurology (clinical) (Q2); Cellular and Molecular Neuroscience (Q3); Endocrine and Autonomic Systems (Q3)"
136;15741;"Pediatric Neurology";journal;"08878994";0,864;Q2;81;238;842;5508;1559;670;2,11;23,14;Netherlands;"Elsevier BV";"Neurology (clinical) (Q2); Pediatrics, Perinatology and Child Health (Q2); Developmental Neuroscience (Q3); Neurology (Q3)"
137;22097;"Neurosurgical Review";journal;"03445607, 14372320";0,856;Q2;52;89;497;3072;501;224;2,12;34,52;Germany;"Springer Verlag";"Surgery (Q1); Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2)"
138;16714;"Journal of Headache and Pain";journal;"11292377, 11292369";0,854;Q2;48;109;429;4195;1017;407;2,06;38,49;Germany;"Springer Verlag";"Anesthesiology and Pain Medicine (Q1); Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2)"
139;21100332455;"Journal of Huntington's disease";journal;"18796400, 18796397";0,853;Q2;14;33;116;2023;173;110;1,27;61,30;Netherlands;"IOS Press";"Neurology (clinical) (Q2); Cellular and Molecular Neuroscience (Q3)"
140;19884;"Spinal Cord";journal;"13624393, 14765624";0,851;Q2;93;215;628;6242;965;525;1,70;29,03;United Kingdom;"Nature Publishing Group";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Neurology (Q3)"
141;19384;"Seminars in Neurology";journal;"10989021, 02718235";0,848;Q2;63;84;216;5140;426;182;2,10;61,19;United States;"Thieme Medical Publishers";"Neurology (clinical) (Q2); Neurology (Q3)"
142;19831;"Sleep and Breathing";journal;"15209512, 15221709";0,842;Q2;53;185;529;5326;1067;450;2,17;28,79;Germany;"Springer Verlag";"Otorhinolaryngology (Q1); Neurology (clinical) (Q2)"
143;20412;"Acta Neurochirurgica";journal;"09420940, 00016268";0,833;Q2;81;367;1193;8149;1765;808;2,05;22,20;Germany;"Springer Verlag";"Surgery (Q1); Neurology (clinical) (Q2)"
144;23884;"Journal of Stroke and Cerebrovascular Diseases";journal;"15328511, 10523057";0,806;Q2;46;510;1397;13029;2535;1360;1,72;25,55;United Kingdom;"W. B. Saunders Co., Ltd.";"Rehabilitation (Q1); Surgery (Q1); Cardiology and Cardiovascular Medicine (Q2); Neurology (clinical) (Q2)"
145;20100195034;"Journal of Neurogastroenterology and Motility";journal;"20930879, 20930887";0,802;Q2;28;90;270;3598;499;196;2,52;39,98;South Korea;"Korean Society of Neurogastroenterology and Motility";"Gastroenterology (Q2); Neurology (clinical) (Q2)"
146;14340;"Brain Injury";journal;"02699052, 1362301";0,800;Q2;89;174;619;7522;1328;594;2,02;43,23;United Kingdom;"Taylor & Francis";"Developmental and Educational Psychology (Q2); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q3)"
147;14183;"Aphasiology";journal;"14645041, 02687038";0,793;Q2;57;73;237;4198;338;212;1,47;57,51;United Kingdom;"Taylor & Francis";"Language and Linguistics (Q1); Linguistics and Language (Q1); LPN and LVN (Q1); Developmental and Educational Psychology (Q2); Neurology (clinical) (Q2); Otorhinolaryngology (Q2); Neurology (Q3)"
148;19700177307;"Parkinson's Disease";journal;"20908083, 20420080";0,781;Q2;32;74;159;4389;337;153;1,91;59,31;Egypt;"Hindawi Publishing Corporation";"Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2); Neuroscience (miscellaneous) (Q3)"
149;17227;"Journal of Neuroradiology";journal;"01509861";0,763;Q2;35;61;165;1295;271;118;2,63;21,23;France;"Elsevier Masson";"Neurology (clinical) (Q2); Radiological and Ultrasound Technology (Q2); Radiology, Nuclear Medicine and Imaging (Q2)"
150;16674;"Journal of Child Neurology";journal;"08830738";0,760;Q2;93;168;901;6194;1408;859;1,49;36,87;United States;"SAGE Publications";"Neurology (clinical) (Q2); Pediatrics, Perinatology and Child Health (Q2)"
151;14484;"Journal of Neuro-Ophthalmology";journal;"10708022, 15365166";0,745;Q2;47;115;351;2194;538;246;2,11;19,08;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Ophthalmology (Q2)"
152;17980;"Neuropathology";journal;"14401789, 09196544";0,743;Q2;52;75;238;2266;408;235;1,79;30,21;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Pathology and Forensic Medicine (Q2)"
153;15518;"Epileptic Disorders";journal;"12949361";0,736;Q2;47;93;230;2969;305;156;1,56;31,92;United States;"Wiley-Blackwell";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Neurology (Q3)"
154;19600166011;"Neuropsychiatry";journal;"17582008, 17582016";0,727;Q2;14;60;73;2575;114;65;6,13;42,92;United Kingdom;"Future Medicine Ltd.";"Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
155;21776;"Neurosurgery Clinics of North America";journal;"10423680";0,724;Q2;52;54;196;2961;366;176;1,79;54,83;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Surgery (Q2)"
156;16747;"Journal of Neuroimaging";journal;"10512284";0,723;Q2;56;90;400;2953;667;389;1,87;32,81;United States;"Wiley-Blackwell";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Radiology, Nuclear Medicine and Imaging (Q2)"
157;14320;"Brain and Development";journal;"03877604";0,723;Q2;74;161;458;3209;751;429;1,64;19,93;Netherlands;"Elsevier BV";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Pediatrics, Perinatology and Child Health (Q2); Developmental Neuroscience (Q3)"
158;22302;"Stereotactic and Functional Neurosurgery";journal;"10116125, 14230372";0,709;Q2;56;45;184;1030;288;157;1,76;22,89;Switzerland;"S. Karger AG";"Neurology (clinical) (Q2); Surgery (Q2)"
159;14995;"Current Pain and Headache Reports";journal;"15343081, 15313433";0,708;Q2;51;69;234;4142;549;232;2,19;60,03;United States;"Current Science Inc.";"Anesthesiology and Pain Medicine (Q2); Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2)"
160;16815;"Journal of Spinal Cord Medicine";journal;"10790268";0,701;Q2;53;101;294;2544;426;259;1,49;25,19;United Kingdom;"Maney Publishing";"Neurology (clinical) (Q2)"
161;17942;"Neurological Sciences";journal;"15903478, 15901874";0,700;Q2;60;334;1280;7574;1757;908;1,93;22,68;Germany;"Springer Verlag";"Dermatology (Q2); Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
162;21100217607;"International Journal of MS Care";journal;"15372073";0,695;Q2;12;46;142;1288;184;117;1,23;28,00;United States;"Consortium of Multiple Sclerosis Centers (CMSC)";"Advanced and Specialized Nursing (Q1); Neurology (clinical) (Q2)"
163;21100215180;"Neurology Research International";journal;"20901852, 20901860";0,693;Q2;23;13;74;493;153;71;1,64;37,92;Egypt;"Hindawi Publishing Corporation";"Neurology (clinical) (Q2); Neurology (Q3)"
164;14287;"Behavioural Neurology";journal;"09534180";0,691;Q2;39;37;254;1885;456;247;1,52;50,95;Netherlands;"Hindawi Publishing Corporation";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Neurology (Q3); Neuropsychology and Physiological Psychology (Q3)"
165;16683;"Journal of Clinical Neuroscience";journal;"09675868";0,686;Q2;66;555;1417;12433;2538;1362;1,81;22,40;United States;"Churchill Livingstone";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Neurology (Q3); Physiology (medical) (Q3)"
166;21100837200;"Schizophrenia Research and Treatment";journal;"20902093, 20902085";0,684;Q2;4;5;2;326;8;2;4,00;65,20;Egypt;"Hindawi Limited";"Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
167;21100835138;"Journal of Neuromuscular Diseases";journal;"22143599, 22143602";0,684;Q2;9;44;77;2690;86;72;1,19;61,14;Netherlands;"IOS Press";"Neurology (clinical) (Q2); Neurology (Q3)"
168;16675;"Journal of Clinical Neurophysiology";journal;"07360258";0,676;Q2;91;95;282;3021;412;250;1,31;31,80;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Neurology (Q3); Physiology (Q3); Physiology (medical) (Q3)"
169;20653;"Topics in Stroke Rehabilitation";journal;"10749357";0,675;Q2;50;56;176;1738;277;170;1,45;31,04;United Kingdom;"Taylor & Francis";"Community and Home Care (Q1); Rehabilitation (Q1); Neurology (clinical) (Q2)"
170;15575;"European Neurology";journal;"00143022, 14219913";0,671;Q2;69;98;383;2403;603;323;1,91;24,52;Switzerland;"S. Karger AG";"Neurology (clinical) (Q2); Neurology (Q3)"
171;19700171401;"World Neurosurgery";journal;"18788750";0,662;Q2;82;1393;2024;36505;3046;1706;1,65;26,21;Netherlands;"Elsevier BV";"Neurology (clinical) (Q2); Surgery (Q2)"
172;17478;"Topics in Spinal Cord Injury Rehabilitation";journal;"10820744";0,660;Q2;26;30;91;985;154;91;1,64;32,83;United States;"Thomas Land Publishers Inc.";"Rehabilitation (Q1); Neurology (clinical) (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2)"
173;21100228111;"Pain Research and Treatment";journal;"20901542, 20901550";0,660;Q2;19;25;81;795;140;77;1,49;31,80;Egypt;"Hindawi Publishing Corporation";"Anesthesiology and Pain Medicine (Q2); Neurology (clinical) (Q2)"
174;14895;"Clinical Neurology and Neurosurgery";journal;"03038467";0,658;Q2;61;325;1328;8462;2045;1218;1,56;26,04;Netherlands;"Elsevier BV";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Surgery (Q2)"
175;17997;"Neurophysiologie Clinique";journal;"09877053";0,642;Q2;54;28;120;1407;203;109;1,94;50,25;Netherlands;"Elsevier Masson";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Neurology (Q3); Physiology (medical) (Q3)"
176;16762;"Journal of Neuropsychiatry and Clinical Neurosciences";journal;"15457222, 08950172";0,638;Q2;97;70;507;2301;375;180;1,76;32,87;United States;"American Psychiatric Publishing, Inc.";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
177;20602;"Clinical Neuropharmacology";journal;"03625664";0,637;Q2;72;76;163;2160;303;157;1,65;28,42;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q2); Pharmacology (Q2); Pharmacology (medical) (Q2)"
178;19700177306;"International Journal of Alzheimer's Disease";journal;"20908024, 20900252";0,633;Q2;37;7;55;283;98;51;2,10;40,43;Egypt;"Hindawi Publishing Corporation";"Neurology (clinical) (Q2); Aging (Q3); Behavioral Neuroscience (Q3); Cognitive Neuroscience (Q3); Neurology (Q3); Cellular and Molecular Neuroscience (Q4)"
179;17940;"Neurological Research";journal;"01616412";0,633;Q2;70;153;462;5500;755;449;1,55;35,95;United Kingdom;"Maney Publishing";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Neurology (Q3)"
180;18019;"NeuroRehabilitation";journal;"10538135";0,632;Q3;53;97;468;3517;766;453;1,47;36,26;Netherlands;"IOS Press";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Rehabilitation (Q2); Neurology (clinical) (Q3)"
181;21100369818;"Neurodegenerative disease management";journal;"17582032, 17582024";0,628;Q3;12;58;120;171;171;105;1,63;2,95;United Kingdom;"Future Medicine Ltd.";"Neurology (clinical) (Q3)"
182;15599;"Neuropediatrics";journal;"14391899, 0174304";0,626;Q3;63;68;212;1774;293;185;1,56;26,09;Germany;"Georg Thieme Verlag";"Medicine (miscellaneous) (Q2); Pediatrics, Perinatology and Child Health (Q2); Neurology (clinical) (Q3)"
183;23481;"Journal of Vestibular Research: Equilibrium and Orientation";journal;"09574271";0,616;Q3;46;21;90;711;160;85;1,84;33,86;Netherlands;"IOS Press";"Otorhinolaryngology (Q2); Neurology (clinical) (Q3); Neuroscience (miscellaneous) (Q3); Sensory Systems (Q3)"
184;15800154701;"PM and R";journal;"19341482";0,614;Q3;47;183;588;6172;840;477;1,76;33,73;United States;"Elsevier";"Medicine (miscellaneous) (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Rehabilitation (Q2); Neurology (Q3); Neurology (clinical) (Q3); Sports Science (Q3)"
185;18619;"Practical Neurology";journal;"14747758, 14747766";0,602;Q3;34;111;329;1486;301;192;1,66;13,39;United Kingdom;"BMJ Publishing Group";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3)"
186;6400153146;"Head and Face Medicine";journal;"1746160";0,584;Q3;29;36;149;1001;220;146;1,35;27,81;United Kingdom;"BioMed Central";"Dentistry (miscellaneous) (Q2); Medicine (miscellaneous) (Q2); Otorhinolaryngology (Q2); Neurology (clinical) (Q3)"
187;31458;"Acupuncture in Medicine";journal;"09645284";0,574;Q3;39;87;324;1874;407;208;2,08;21,54;United Kingdom;"BMJ Publishing Group";"Complementary and Alternative Medicine (Q1); Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3)"
188;15664;"Functional Neurology";journal;"03935264, 19713274";0,569;Q3;36;35;119;1260;205;102;1,42;36,00;Italy;"CIC Edizioni Internazionali s.r.l.";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3); Neuroscience (miscellaneous) (Q3)"
189;4700152268;"CONTINUUM Lifelong Learning in Neurology";journal;"10802371";0,566;Q3;23;105;313;3933;441;279;1,16;37,46;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q2); Genetics (clinical) (Q3); Neurology (clinical) (Q3)"
190;21100199786;"International Neurourology Journal";journal;"20934777";0,550;Q3;17;69;119;2027;189;102;1,97;29,38;South Korea;"Korean Association of Medical Journal Edirors";"Urology (Q2); Neurology (Q3); Neurology (clinical) (Q3)"
191;145007;"Clinical EEG and Neuroscience";journal;"15500594";0,544;Q3;44;31;150;1037;251;138;1,78;33,45;United States;"SAGE Publications Inc.";"Medicine (miscellaneous) (Q2); Neurology (Q3); Neurology (clinical) (Q3)"
192;14899;"Clinical Neuropathology";journal;"07225091";0,542;Q3;39;48;185;948;192;123;1,74;19,75;Germany;"Dustri-Verlag Dr. Karl Feistle";"Medicine (miscellaneous) (Q2); Pathology and Forensic Medicine (Q2); Neurology (Q3); Neurology (clinical) (Q3)"
193;14874;"Child's Nervous System";journal;"14330350, 02567040";0,540;Q3;72;360;941;9118;1202;854;1,26;25,33;Germany;"Springer Verlag";"Medicine (miscellaneous) (Q2); Pediatrics, Perinatology and Child Health (Q2); Neurology (clinical) (Q3)"
194;17306;"Neuroimaging Clinics of North America";journal;"10525149";0,540;Q3;50;55;166;2842;256;129;1,69;51,67;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q2); Radiology, Nuclear Medicine and Imaging (Q2); Neurology (clinical) (Q3)"
195;28755;"Brain Tumor Pathology";journal;"14337398";0,526;Q3;32;39;135;1256;197;124;1,71;32,21;Germany;"Springer Verlag";"Medicine (miscellaneous) (Q2); Cancer Research (Q3); Neurology (clinical) (Q3); Oncology (Q3)"
196;21100813776;"Epilepsy Research and Treatment";journal;"20901348, 20901356";0,524;Q3;3;5;3;135;7;3;2,50;27,00;Egypt;"Hindawi Publishing Corporation";"Neurology (clinical) (Q3)"
197;29306;"Clinical Autonomic Research";journal;"09599851, 16191560";0,509;Q3;52;61;146;1325;185;125;1,42;21,72;Germany;"Dr. Dietrich Steinkopff Verlag";"Medicine (miscellaneous) (Q2); Endocrine and Autonomic Systems (Q3); Neurology (clinical) (Q3)"
198;19500157041;"Scandinavian Journal of Pain";journal;"18778860";0,501;Q3;15;119;179;3522;147;87;1,24;29,60;Netherlands;"Elsevier BV";"Anesthesiology and Pain Medicine (Q2); Neurology (clinical) (Q3)"
199;17468;"Neurocase";journal;"13554794, 14653656";0,487;Q3;58;82;236;2977;278;232;1,13;36,30;United Kingdom;"Taylor & Francis";"Arts and Humanities (miscellaneous) (Q2); Neurology (clinical) (Q3)"
200;21100242270;"Journal of Neurological Surgery, Part B: Skull Base";journal;"2193634, 21936331";0,480;Q3;33;60;240;1853;295;231;1,19;30,88;United States;"Thieme medical Publishers";"Neurology (clinical) (Q3)"
201;19800188004;"Basal Ganglia";journal;"22105336";0,480;Q3;12;33;66;1468;48;60;0,59;44,48;Italy;"Elsevier Masson";"Neurology (Q3); Neurology (clinical) (Q3)"
202;17500155127;"Sleep Medicine Clinics";journal;"1556407";0,476;Q3;26;55;175;3384;225;152;1,77;61,53;Netherlands;"Elsevier BV";"Clinical Psychology (Q2); Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3); Neuropsychology and Physiological Psychology (Q3); Psychiatry and Mental Health (Q3)"
203;21100396116;"Cerebrovascular Diseases Extra";journal;"16645456";0,475;Q3;5;17;18;406;22;17;1,29;23,88;Switzerland;"S. Karger AG";"Cardiology and Cardiovascular Medicine (Q3); Neurology (Q3); Neurology (clinical) (Q3)"
204;21100790355;"Multiple Sclerosis International";journal;"20902654, 20902662";0,475;Q3;4;2;5;144;11;5;2,20;72,00;United States;"Hindawi Publishing Corporation";"Neurology (clinical) (Q3)"
205;15628;"Folia Neuropathologica";journal;"16414640";0,471;Q3;30;42;127;1833;180;125;1,29;43,64;Poland;"Termedia Publishing House Ltd.";"Neurology (clinical) (Q3); Pathology and Forensic Medicine (Q3)"
206;17520;"Neurologia";journal;"02134853, 15781968";0,468;Q3;29;245;322;3082;337;187;1,68;12,58;Spain;"Ediciones Doyma S.A.";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3)"
207;21100466753;"Operative Neurosurgery";journal;"23324260, 23324252";0,467;Q3;9;107;34;961;20;17;0,50;8,98;United States;"Oxford University Press";"Surgery (Q2); Neurology (clinical) (Q3)"
208;19700201171;"Surgical Neurology International";journal;"21527806";0,464;Q3;21;349;720;6998;828;617;1,14;20,05;India;"Medknow Publications and Media Pvt. Ltd";"Surgery (Q2); Neurology (clinical) (Q3)"
209;21100829261;"Clinical Neuroradiology";journal;"18691439, 18691447";0,461;Q3;17;81;237;1628;236;190;1,23;20,10;Germany;"Springer Verlag";"Neurology (clinical) (Q3); Radiology, Nuclear Medicine and Imaging (Q3)"
210;21100199819;"Epilepsy Currents";journal;"15357597, 15357511";0,460;Q3;16;100;287;1177;178;107;1,58;11,77;United States;"American Epilepsy Society";"Neurology (clinical) (Q3)"
211;17525;"Neurologia Medico-Chirurgica";journal;"13498029, 04708105";0,457;Q3;43;92;440;3775;526;432;1,24;41,03;Japan;"Japan Neurosurgical Society/Nihon No Shinkei Geka Gakkai";"Surgery (Q2); Neurology (clinical) (Q3)"
212;20529;"British Journal of Neurosurgery";journal;"1360046, 02688697";0,454;Q3;57;154;601;2501;587;500;1,07;16,24;United Kingdom;"Taylor & Francis";"Medicine (miscellaneous) (Q2); Surgery (Q2); Neurology (clinical) (Q3)"
213;19307;"Revue Neurologique";journal;"00353787";0,446;Q3;39;125;459;4969;363;322;1,07;39,75;France;"Elsevier Masson";"Neurology (Q3); Neurology (clinical) (Q3)"
214;21100466855;"Neurology and Therapy";journal;"21936536, 21938253";0,446;Q3;8;17;32;800;59;32;2,12;47,06;United States;"Springer Healthcare";"Neurology (Q3); Neurology (clinical) (Q3)"
215;19700175048;"Open Neurology Journal";journal;"1874205";0,444;Q3;11;19;27;889;37;26;1,39;46,79;United Arab Emirates;"Bentham Science Publishers";"Neurology (Q3); Neurology (clinical) (Q3); Psychiatry and Mental Health (Q3)"
216;17541;"Acta Neurochirurgica, Supplement";journal;"00651419";0,442;Q3;62;161;222;3228;238;213;1,30;20,05;Germany;"Springer Verlag";"Surgery (Q2); Neurology (clinical) (Q3)"
217;21100345623;"Global Spine Journal";journal;"21925682, 21925690";0,440;Q3;9;86;131;2441;102;104;0,98;28,38;United States;"SAGE Publications Inc.";"Surgery (Q2); Neurology (clinical) (Q3); Orthopedics and Sports Medicine (Q3)"
218;16868;"Motor Control";journal;"15432696, 10871640";0,438;Q3;40;34;84;1279;72;82;0,73;37,62;United States;"Human Kinetics Publishers, Inc.";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Neurology (clinical) (Q3); Physiology (medical) (Q3); Sports Science (Q3)"
219;14836;"Canadian Journal of Neurological Sciences";journal;"03171671";0,434;Q3;59;107;523;2914;408;404;0,74;27,23;United Kingdom;"Cambridge University Press";"Medicine (miscellaneous) (Q3); Neurology (Q3); Neurology (clinical) (Q3)"
220;17492;"Neuroendocrinology Letters";journal;"0172780";0,418;Q3;57;105;428;3589;490;419;1,19;34,18;Sweden;"Maghira and Maas Publications";"Endocrine and Autonomic Systems (Q3); Endocrinology, Diabetes and Metabolism (Q3); Medicine (miscellaneous) (Q3); Neurology (Q3); Neurology (clinical) (Q3); Psychiatry and Mental Health (Q3); Endocrinology (Q4)"
221;12100154808;"Journal of Korean Neurosurgical Society";journal;"12258245";0,413;Q3;26;114;578;2899;564;566;0,88;25,43;South Korea;"Daehan sin'gyeong oe'gwa haghoe";"Neurology (clinical) (Q3); Neuroscience (miscellaneous) (Q3); Surgery (Q3)"
222;14224;"Arquivos de Neuro-Psiquiatria";journal;"0004282";0,410;Q3;42;197;711;4594;590;508;1,09;23,32;Brazil;"Associacao Arquivos de Neuro-Psiquiatria Dr. Oswaldo Lange";"Biological Psychiatry (Q3); Neurology (clinical) (Q3)"
223;19900191908;"Innovations in Clinical Neuroscience";journal;"21588333, 21588341";0,401;Q3;22;33;151;761;162;108;1,27;23,06;United States;"Matrix Medical Communications";"Neurology (clinical) (Q3); Psychiatry and Mental Health (Q3)"
