Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2001);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Categories
112;16747;"Journal of Neuroimaging";journal;"10512284";0,413;Q2;56;78;176;1490;155;148;0,96;19,10;United States;"Wiley-Blackwell";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Radiology, Nuclear Medicine and Imaging (Q2)"
113;21100216323;"Journal of Neurological Surgery. Part A: Central European Neurosurgery";journal;"21936315, 21936323";0,410;Q2;27;28;78;562;55;76;0,75;20,07;Germany;"Thieme";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Surgery (Q2)"
114;17526;"Neurologic Clinics";journal;"07338619";0,401;Q2;70;54;172;4947;251;159;1,66;91,61;United Kingdom;"W. B. Saunders Co., Ltd.";"Neurology (clinical) (Q2)"
115;17525;"Neurologia Medico-Chirurgica";journal;"13498029, 04708105";0,392;Q2;43;146;438;2404;240;432;0,42;16,47;Japan;"Japan Neurosurgical Society/Nihon No Shinkei Geka Gakkai";"Neurology (clinical) (Q2); Surgery (Q2)"
116;16815;"Journal of Spinal Cord Medicine";journal;"10790268";0,389;Q2;53;43;102;1200;88;100;0,71;27,91;United Kingdom;"Maney Publishing";"Neurology (clinical) (Q2)"
117;14904;"Clinical neurosurgery";journal;"00694827";0,387;Q2;26;26;110;917;51;110;0,46;35,27;United States;"Williams & Wilkins Co.";"Neurology (clinical) (Q2); Surgery (Q2)"
118;28755;"Brain Tumor Pathology";journal;"14337398";0,382;Q3;32;24;57;30;54;57;0,76;1,25;Germany;"Springer Verlag";"Medicine (miscellaneous) (Q2); Oncology (Q2); Cancer Research (Q3); Neurology (clinical) (Q3)"
119;14991;"European Journal of Paediatric Neurology";journal;"10903798";0,371;Q3;54;84;154;1626;146;139;1,03;19,36;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q2); Pediatrics, Perinatology and Child Health (Q2); Neurology (clinical) (Q3)"
120;15518;"Epileptic Disorders";journal;"12949361";0,371;Q3;47;58;95;1896;95;87;1,09;32,69;United States;"Wiley-Blackwell";"Medicine (miscellaneous) (Q2); Neurology (Q3); Neurology (clinical) (Q3)"
121;145007;"Clinical EEG and Neuroscience";journal;"15500594";0,369;Q3;44;30;113;775;97;99;0,94;25,83;United States;"SAGE Publications Inc.";"Medicine (miscellaneous) (Q2); Neurology (Q3); Neurology (clinical) (Q3)"
122;20529;"British Journal of Neurosurgery";journal;"1360046, 02688697";0,365;Q3;57;116;402;2034;217;354;0,63;17,53;United Kingdom;"Taylor & Francis";"Medicine (miscellaneous) (Q2); Surgery (Q2); Neurology (clinical) (Q3)"
123;14899;"Clinical Neuropathology";journal;"07225091";0,363;Q3;39;41;139;924;127;135;0,63;22,54;Germany;"Dustri-Verlag Dr. Karl Feistle";"Medicine (miscellaneous) (Q2); Pathology and Forensic Medicine (Q2); Neurology (Q3); Neurology (clinical) (Q3)"
124;17227;"Journal of Neuroradiology";journal;"01509861";0,358;Q3;35;35;140;700;100;136;0,64;20,00;France;"Elsevier Masson";"Radiology, Nuclear Medicine and Imaging (Q2); Neurology (clinical) (Q3); Radiological and Ultrasound Technology (Q3)"
125;16102;"Human Psychopharmacology";journal;"08856222, 10991077";0,351;Q3;68;86;241;3396;245;206;1,01;39,49;United States;"John Wiley & Sons Inc.";"Pharmacology (medical) (Q2); Psychiatry and Mental Health (Q2); Neurology (Q3); Neurology (clinical) (Q3)"
126;18712;"Psychiatry and Clinical Neurosciences";journal;"14401819, 13231316";0,335;Q3;62;146;536;2232;355;528;0,64;15,29;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2); Neurology (Q3); Neurology (clinical) (Q3); Neuroscience (miscellaneous) (Q3)"
127;14895;"Clinical Neurology and Neurosurgery";journal;"03038467";0,332;Q3;61;57;168;1046;113;163;0,60;18,35;Netherlands;"Elsevier BV";"Medicine (miscellaneous) (Q2); Surgery (Q2); Neurology (clinical) (Q3)"
128;17541;"Acta Neurochirurgica, Supplement";journal;"00651419";0,324;Q3;62;122;397;490;292;397;0,39;4,02;Germany;"Springer Verlag";"Surgery (Q2); Neurology (clinical) (Q3)"
129;17478;"Topics in Spinal Cord Injury Rehabilitation";journal;"10820744";0,316;Q3;26;40;106;1197;42;89;0,32;29,93;United States;"Thomas Land Publishers Inc.";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Rehabilitation (Q2); Neurology (clinical) (Q3)"
130;17973;"Neuromodulation";journal;"15251403, 10947159";0,310;Q3;48;46;85;755;98;73;1,50;16,41;United Kingdom;"Blackwell Publishing Inc.";"Anesthesiology and Pain Medicine (Q2); Medicine (miscellaneous) (Q2); Neurology (Q3); Neurology (clinical) (Q3)"
131;17997;"Neurophysiologie Clinique";journal;"09877053";0,302;Q3;54;32;100;1729;93;93;1,25;54,03;Netherlands;"Elsevier Masson";"Medicine (miscellaneous) (Q2); Neurology (Q3); Neurology (clinical) (Q3); Physiology (medical) (Q3)"
132;18572;"Parkinsonism and Related Disorders";journal;"13538020";0,296;Q3;79;59;121;2185;75;119;0,65;37,03;Netherlands;"Elsevier BV";"Geriatrics and Gerontology (Q2); Neurology (Q3); Neurology (clinical) (Q3)"
133;21772;"Neurochirurgie";journal;"00283770";0,295;Q3;26;88;201;1784;92;190;0,37;20,27;France;"Elsevier Masson";"Surgery (Q2); Neurology (clinical) (Q3)"
134;13163;"Epilepsy and Behavior";journal;"15255050, 15255069";0,293;Q3;88;86;49;3234;51;49;1,04;37,60;United States;"Elsevier Inc.";"Neurology (Q3); Neurology (clinical) (Q3); Behavioral Neuroscience (Q4)"
135;19307;"Revue Neurologique";journal;"00353787";0,289;Q3;39;272;529;8007;358;469;0,65;29,44;France;"Elsevier Masson";"Neurology (Q3); Neurology (clinical) (Q3)"
136;17642;"Alzheimer's Reports";journal;"14616130";0,282;Q3;13;0;134;0;90;134;0,72;0,00;United Kingdom;"Cardiff University";"Neurology (Q3); Neurology (clinical) (Q3)"
137;17980;"Neuropathology";journal;"14401789, 09196544";0,281;Q3;52;50;196;1356;92;187;0,61;27,12;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3); Pathology and Forensic Medicine (Q3)"
138;22097;"Neurosurgical Review";journal;"03445607, 14372320";0,277;Q3;52;46;140;1195;81;126;0,70;25,98;Germany;"Springer Verlag";"Medicine (miscellaneous) (Q2); Surgery (Q2); Neurology (clinical) (Q3)"
139;21100235630;"Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration";journal;"21678421, 21679223";0,268;Q3;60;56;111;1344;50;85;0,59;24,00;United Kingdom;"Informa Healthcare";"Medicine (miscellaneous) (Q2); Neurology (Q3); Neurology (clinical) (Q3)"
140;18019;"NeuroRehabilitation";journal;"10538135";0,267;Q3;53;42;125;1068;58;110;0,43;25,43;Netherlands;"IOS Press";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Rehabilitation (Q2); Neurology (clinical) (Q3)"
141;56695;"Journal of Epilepsy";journal;"08966974";0,261;Q3;19;0;57;0;33;55;0,00;0,00;Netherlands;"Elsevier BV";"Neurology (clinical) (Q3); Neuroscience (miscellaneous) (Q3)"
142;14484;"Journal of Neuro-Ophthalmology";journal;"10708022, 15365166";0,257;Q3;47;66;133;1222;85;109;0,69;18,52;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3); Ophthalmology (Q3)"
143;17438;"Der Nervenarzt";journal;"14330407, 00282804";0,256;Q3;40;166;552;4670;488;503;1,01;28,13;Germany;"Springer Verlag";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3); Psychiatry and Mental Health (Q3); Neurology (Q4)"
144;21707;"Journal of Neurosurgical Sciences";journal;"03905616";0,247;Q3;33;42;154;875;65;148;0,30;20,83;Italy;"Edizioni Minerva Medica";"Neurology (clinical) (Q3); Surgery (Q3)"
145;33648;"Neurorehabilitation and Neural Repair";journal;"15459683";0,247;Q3;87;35;92;850;46;90;0,48;24,29;United States;"Sage Science Press";"Rehabilitation (Q2); Neurology (clinical) (Q3); Neurology (Q4)"
146;17546;"Acta Neurologica Belgica";journal;"03009009";0,245;Q3;30;36;111;1104;80;98;0,73;30,67;Belgium;"Springer-Verlag Italia";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3)"
147;14287;"Behavioural Neurology";journal;"09534180";0,236;Q3;39;13;53;312;20;51;0,24;24,00;Netherlands;"Hindawi Publishing Corporation";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3); Neuropsychology and Physiological Psychology (Q3); Neurology (Q4)"
148;21777;"Neurosurgery Quarterly";journal;"10506438, 15344916";0,229;Q3;16;25;71;1879;21;71;0,21;75,16;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q3); Surgery (Q3)"
149;17193;"Interventional Neuroradiology";journal;"11239344";0,225;Q3;29;81;283;1000;88;240;0,33;12,35;Italy;"Centauro SRL";"Cardiology and Cardiovascular Medicine (Q3); Neurology (clinical) (Q3); Radiology, Nuclear Medicine and Imaging (Q3)"
150;15664;"Functional Neurology";journal;"03935264, 19713274";0,223;Q3;36;71;116;2148;88;114;0,69;30,25;Italy;"CIC Edizioni Internazionali s.r.l.";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3); Neuroscience (miscellaneous) (Q3)"
151;15480;"Electromyography and Clinical Neurophysiology";journal;"0301150";0,218;Q3;31;67;222;1503;111;222;0,45;22,43;Belgium;"Editions Nauwelaerts SA";"Neurology (clinical) (Q3); Physiology (Q4); Physiology (medical) (Q4)"
152;21775;"Neurological Surgery";journal;"03012603";0,218;Q3;19;150;425;2723;80;401;0,15;18,15;Japan;"Igaku-Shoin Ltd.";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3); Surgery (Q3)"
153;23884;"Journal of Stroke and Cerebrovascular Diseases";journal;"15328511, 10523057";0,216;Q3;46;57;403;1251;98;379;0,21;21,95;United Kingdom;"W. B. Saunders Co., Ltd.";"Cardiology and Cardiovascular Medicine (Q3); Neurology (clinical) (Q3); Rehabilitation (Q3); Surgery (Q3)"
154;69291;"Techniques in Neurosurgery";journal;"10772855";0,209;Q3;9;33;122;1018;23;101;0,22;30,85;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q3)"
155;17970;"Neurology Psychiatry and Brain Research";journal;"09419500";0,206;Q3;14;28;94;1304;48;94;0,34;46,57;Germany;"Elsevier GmbH";"Neurology (clinical) (Q3); Psychiatry and Mental Health (Q3); Neuroscience (miscellaneous) (Q4)"
156;19831;"Sleep and Breathing";journal;"15209512, 15221709";0,203;Q3;53;27;39;353;14;39;0,36;13,07;Germany;"Springer Verlag";"Neurology (clinical) (Q3); Otorhinolaryngology (Q3)"
157;16683;"Journal of Clinical Neuroscience";journal;"09675868";0,201;Q3;66;171;415;3680;144;405;0,45;21,52;United States;"Churchill Livingstone";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3); Neurology (Q4); Physiology (medical) (Q4)"
158;17492;"Neuroendocrinology Letters";journal;"0172780";0,197;Q3;57;75;150;2008;72;124;0,62;26,77;Sweden;"Maghira and Maas Publications";"Medicine (miscellaneous) (Q2); Endocrinology (Q3); Endocrinology, Diabetes and Metabolism (Q3); Neurology (clinical) (Q3); Psychiatry and Mental Health (Q3); Endocrine and Autonomic Systems (Q4); Neurology (Q4)"
159;15633;"Fortschritte der Neurologie Psychiatrie";journal;"07204299, 14393522";0,187;Q3;29;100;273;5226;154;262;0,66;52,26;Germany;"Georg Thieme Verlag";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3); Psychiatry and Mental Health (Q3); Neurology (Q4)"
160;18844;"Schmerz";journal;"14322129, 0932433";0,185;Q3;36;76;155;1827;65;132;0,58;24,04;Germany;"Springer Verlag";"Anesthesiology and Pain Medicine (Q2); Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3)"
161;14224;"Arquivos de Neuro-Psiquiatria";journal;"0004282";0,182;Q3;42;194;498;4269;166;490;0,32;22,01;Brazil;"Associacao Arquivos de Neuro-Psiquiatria Dr. Oswaldo Lange";"Neurology (clinical) (Q3); Biological Psychiatry (Q4)"
162;31458;"Acupuncture in Medicine";journal;"09645284";0,180;Q3;39;31;80;341;21;66;0,31;11,00;United Kingdom;"BMJ Publishing Group";"Complementary and Alternative Medicine (Q2); Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3)"
163;15628;"Folia Neuropathologica";journal;"16414640";0,178;Q3;30;48;122;1302;52;122;0,45;27,13;Poland;"Termedia Publishing House Ltd.";"Neurology (clinical) (Q3); Pathology and Forensic Medicine (Q3)"
164;14995;"Current Pain and Headache Reports";journal;"15343081, 15313433";0,177;Q3;51;69;66;2532;56;66;0,85;36,70;United States;"Current Science Inc.";"Anesthesiology and Pain Medicine (Q2); Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3)"
165;145175;"Neurosurgical Focus";journal;"10920684";0,173;Q3;75;89;83;1564;11;83;0,13;17,57;United States;"American Association of Neurological Surgeons";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3); Surgery (Q3)"
166;17520;"Neurologia";journal;"02134853, 15781968";0,170;Q3;29;100;388;2201;112;271;0,32;22,01;Spain;"Ediciones Doyma S.A.";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3)"
167;17947;"Neurologist";journal;"10747931";0,167;Q3;53;39;132;2708;28;117;0,20;69,44;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3)"
168;19269;"Revista de Neurologia";journal;"02100010";0,163;Q3;36;515;1554;11844;531;1389;0,36;23,00;Spain;"Viguera Editores";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3)"
169;17459;"Neuro-Ophthalmology";journal;"01658107";0,157;Q3;20;57;175;1149;38;166;0,16;20,16;United Kingdom;"Taylor & Francis";"Neurology (clinical) (Q3); Ophthalmology (Q3)"
170;12446;"Deutsche Zeitschrift für Akupunktur";journal;"04156412, 14394359";0,156;Q3;10;51;77;335;5;60;0,07;6,57;Netherlands;"Elsevier BV";"Complementary and Alternative Medicine (Q3); Neurology (clinical) (Q3)"
171;17623;"Aktuelle Neurologie";journal;"14389428, 03024350";0,155;Q3;15;101;254;2813;75;240;0,33;27,85;Germany;"Georg Thieme Verlag";"Neurology (clinical) (Q3)"
172;28222;"Journal of Neuroscience Nursing";journal;"08880395";0,147;Q3;37;45;142;617;52;132;0,29;13,71;United States;"Lippincott Williams & Wilkins Ltd.";"Medical and Surgical Nursing (Q2); Neurology (clinical) (Q3); Surgery (Q3); Endocrine and Autonomic Systems (Q4)"
173;20653;"Topics in Stroke Rehabilitation";journal;"10749357";0,147;Q3;50;33;100;850;11;84;0,05;25,76;United Kingdom;"Taylor & Francis";"Community and Home Care (Q2); Neurology (clinical) (Q3); Rehabilitation (Q3)"
174;17969;"Neurology India";journal;"00283886, 19984022";0,146;Q3;40;117;308;2409;54;249;0,25;20,59;India;"Medknow Publications";"Neurology (clinical) (Q3); Neurology (Q4)"
175;16187;"International MS Journal";journal;"14693410, 13528963";0,144;Q3;23;14;45;338;18;35;0,50;24,14;United Kingdom;"Cambridge Medical Publications";"Medicine (miscellaneous) (Q3); Neurology (clinical) (Q3); Neurology (Q4)"
176;21100829261;"Clinical Neuroradiology";journal;"18691439, 18691447";0,142;Q4;17;22;83;485;12;82;0,09;22,05;Germany;"Springer Verlag";"Neurology (clinical) (Q4); Radiology, Nuclear Medicine and Imaging (Q4)"
177;17942;"Neurological Sciences";journal;"15903478, 15901874";0,140;Q4;60;133;910;1903;127;889;0,11;14,31;Germany;"Springer Verlag";"Dermatology (Q3); Medicine (miscellaneous) (Q3); Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4)"
178;23950;"Neurophysiologie-Labor";journal;"14394847";0,139;Q4;3;8;49;87;4;47;0,14;10,88;Netherlands;"Elsevier BV";"Neurology (clinical) (Q4); Pathology and Forensic Medicine (Q4); Physiology (medical) (Q4)"
179;9500153993;"Neuroradiology Journal";journal;"19714009, 23851996";0,139;Q4;16;165;603;2434;69;590;0,13;14,75;Italy;"SAGE Publications Inc.";"Medicine (miscellaneous) (Q3); Neurology (clinical) (Q4); Radiology, Nuclear Medicine and Imaging (Q4)"
180;12751;"Japanese Journal of Neurosurgery";journal;"0917950";0,138;Q4;6;94;326;1629;19;325;0,05;17,33;Japan;"Nihon No Shinkei Geka Konguresu/Japanese Congress of Neurological Surgeons";"Surgery (Q3); Neurology (clinical) (Q4)"
181;21935;"Pain Clinic";journal;"01691112";0,138;Q4;18;23;123;470;28;116;0,20;20,43;United Kingdom;"Maney Publishing";"Anesthesiology and Pain Medicine (Q3); Neurology (clinical) (Q4)"
182;16852;"Klinische Neurophysiologie";journal;"14340275, 14394081";0,137;Q4;7;28;109;814;19;105;0,16;29,07;Germany;"Georg Thieme Verlag";"Neurology (clinical) (Q4); Physiology (medical) (Q4)"
183;19313;"Clinical Neurology";journal;"0009918";0,135;Q4;18;182;653;1886;90;638;0,12;10,36;Japan;"Japanese Society of Neurology/Nihon Shinkei Gakkai";"Neurology (clinical) (Q4)"
184;21100242270;"Journal of Neurological Surgery, Part B: Skull Base";journal;"2193634, 21936331";0,133;Q4;33;406;686;673;26;685;0,04;1,66;United States;"Thieme medical Publishers";"Neurology (clinical) (Q4)"
185;15873;"Journal of Clinical Neuromuscular Disease";journal;"15220443";0,130;Q4;21;40;62;787;9;58;0,16;19,68;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q3); Neurology (Q4); Neurology (clinical) (Q4)"
186;17439;"Nervenheilkunde";journal;"07221541";0,129;Q4;16;140;343;3166;67;310;0,24;22,61;Germany;"Schattauer GmbH";"Family Practice (Q4); Neurology (clinical) (Q4)"
187;60724;"Journal of Neuro-AIDS";journal;"10697438";0,127;Q4;8;0;14;0;2;14;0,14;0,00;United States;"The Haworth Medical Press";"Neurology (clinical) (Q4)"
188;80627;"Headache Quarterly";journal;"10597565";0,126;Q4;8;24;150;328;23;134;0,18;13,67;United States;"Cliggott Publishing Co.";"Neurology (clinical) (Q4)"
189;21218;"JNMS - Journal of the Neuromusculoskeletal System";journal;"10678239";0,126;Q4;8;14;46;341;5;46;0,10;24,36;United States;"Data Trace Publishing Co.";"Neurology (clinical) (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4)"
190;4000148206;"Journal of Neurologic Physical Therapy";journal;"15570584, 15570576";0,126;Q4;40;20;59;444;6;59;0,14;22,20;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q3); Geriatrics and Gerontology (Q4); Neurology (clinical) (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Rehabilitation (Q4)"
191;15512;"Epilepsies";journal;"11496576";0,126;Q4;7;38;81;688;19;73;0,09;18,11;France;"John Libbey Eurotext";"Neurology (Q4); Neurology (clinical) (Q4)"
192;130133;"Aktuelle Neurologie, Supplement";journal;"14372754";0,125;Q4;10;0;30;0;3;29;0,40;0,00;Germany;"Georg Thieme Verlag";"Neurology (clinical) (Q4)"
193;21100202751;"The Neurodiagnostic journal";journal;"21646821";0,125;Q4;15;25;60;423;6;53;0,14;16,92;United Kingdom;"Taylor & Francis";"Medical Laboratory Technology (Q3); Neurology (clinical) (Q4)"
194;17946;"Neurologie und Rehabilitation";journal;"09472177";0,124;Q4;12;73;199;821;23;177;0,10;11,25;Germany;"Kagerer Kommunikation";"Neurology (clinical) (Q4); Rehabilitation (Q4)"
195;62420;"Turkish Neurosurgery";journal;"10195149";0,124;Q4;20;26;74;597;4;74;0,04;22,96;Turkey;"Turkish Neurosurgical Society";"Neurology (clinical) (Q4); Surgery (Q4)"
196;17488;"Neurocirugia";journal;"11301473";0,123;Q4;18;53;107;1271;8;101;0,08;23,98;Spain;"Sociedad Espanola de Neurocirugia";"Neurology (clinical) (Q4); Surgery (Q4)"
197;16819;"Journal of the History of the Neurosciences";journal;"0964704";0,122;Q4;22;30;96;915;12;83;0,17;30,50;United Kingdom;"Taylor & Francis";"History and Philosophy of Science (Q3); Neurology (clinical) (Q4); Neuroscience (miscellaneous) (Q4)"
198;19600164200;"Neurocirugia";journal;"00479411";0,121;Q4;1;0;1;0;0;1;0,00;0,00;Chile;"Instituto De Neurocirugia E Investigaciones Cerebrales";"Neurology (clinical) (Q4); Surgery (Q4)"
199;18500161700;"Pain Medicine";journal;"15264637, 15262375";0,121;Q4;81;50;36;1511;12;36;0,33;30,22;United Kingdom;"Oxford University Press";"Anesthesiology and Pain Medicine (Q3); Medicine (miscellaneous) (Q3); Neurology (clinical) (Q4)"
200;14861;"Ceska a Slovenska Neurologie a Neurochirurgie";journal;"18024041, 12107859";0,120;Q4;11;53;170;1303;21;170;0,11;24,58;Czech Republic;"Nakladatelske Stredisko CLSJE Purkyne";"Neurology (clinical) (Q4); Surgery (Q4)"
201;19909;"Journal of the Japan Epilepsy Society";journal;"13475509, 09120890";0,120;Q4;3;22;64;265;4;58;0,10;12,05;Japan;"Nihon Tenkan Gakkai/Japan Epilepsy Society";"Neurology (Q4); Neurology (clinical) (Q4)"
202;92891;"Seminars in Neurosurgery";journal;"15268012";0,118;Q4;8;41;36;2079;1;31;0,03;50,71;United States;"Thieme Medical Publishers";"Neurology (clinical) (Q4)"
203;17283;"Bollettino - Lega Italiana contro l'Epilessia";journal;"0394560";0,117;Q4;3;100;221;630;15;221;0,08;6,30;Italy;"Lega Italiana contro I'Epilessia";"Neurology (clinical) (Q4)"
204;87639;"American Journal of Acupuncture";journal;"00913960";0,117;Q4;10;0;50;0;8;43;0,35;0,00;United States;"American Journal of Acupuncture";"Complementary and Alternative Medicine (Q4); Neurology (clinical) (Q4)"
205;23426;"Equilibrium Research";journal;"03855716";0,117;Q4;11;38;155;682;14;155;0,10;17,95;Japan;"Nihon Heiko Shinkeika Gakkai/Japan Society for Equilibrium Research";"Neurology (clinical) (Q4); Otorhinolaryngology (Q4)"
206;91878;"Archivos de Neurociencias";journal;"10285938";0,115;Q4;5;46;74;913;5;64;0,08;19,85;Mexico;"Instituto Nacional de Neurologia y Neurocirugia Manuel Velosco Suarez";"Neurology (Q4); Neurology (clinical) (Q4)"
207;17551;"Acta Neurologica Taiwanica";journal;"1028768";0,115;Q4;20;40;97;645;4;95;0,00;16,13;Taiwan;"Taiwan Neurological Society";"Medicine (miscellaneous) (Q3); Neurology (Q4); Neurology (clinical) (Q4)"
208;78212;"Operative Techniques in Neurosurgery";journal;"1092440";0,113;Q4;12;26;35;691;2;31;0,06;26,58;United Kingdom;"W. B. Saunders Co., Ltd.";"Neurology (clinical) (Q4); Surgery (Q4)"
209;18099;"No To Hattatsu";journal;"00290831";0,111;Q4;11;84;267;960;17;249;0,07;11,43;Japan;"Japanese Society of Child Neurology";"Medicine (miscellaneous) (Q3); Neurology (clinical) (Q4); Pediatrics, Perinatology and Child Health (Q4)"
210;19356;"Schweizer Archiv für Neurologie und Psychiatrie";journal;"02587661";0,110;Q4;11;40;126;1338;10;113;0,11;33,45;Switzerland;"Schwabe and Co. AG";"Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4)"
211;14924;"Confinia Cephalalgica";journal;"11220279";0,109;Q4;3;24;83;549;4;67;0,08;22,88;France;"Masson Publishing";"Neurology (Q4); Neurology (clinical) (Q4)"
212;17524;"Neurologia i Neurochirurgia Polska";journal;"00283843";0,108;Q4;21;157;532;841;41;512;0,08;5,36;Poland;"Polish Neurological Society";"Neurology (clinical) (Q4); Surgery (Q4)"
213;19241;"Revista Brasileira de Neurologia";journal;"01018469";0,105;Q4;5;0;78;0;3;78;0,04;0,00;Brazil;"ECN - Editora Cientifica Nacional Ltda.";"Neurology (clinical) (Q4)"
214;18119;"Nuova Rivista di Neurologia";journal;"1122035";0,105;Q4;5;23;93;680;4;93;0,04;29,57;Italy;"II Pensiero Scientifico Editore srl";"Neurology (clinical) (Q4)"
215;145668;"Supplements to Clinical neurophysiology";journal;"1567424";0,104;Q4;24;0;68;0;6;67;0,09;0,00;Netherlands;"Elsevier BV";"Neurology (clinical) (Q4); Neuroscience (miscellaneous) (Q4)"
216;15118;"Neuro-Ophthalmology Japan";journal;"02897024";0,103;Q4;3;17;66;250;2;64;0,02;14,71;Japan;"Japanese Neuro-Ophthalmology Society";"Neurology (clinical) (Q4); Ophthalmology (Q4)"
217;85898;"CPD Bulletin Neurology";journal;"1466142";0,103;Q4;1;14;8;99;0;8;0,00;7,07;United Kingdom;"Rila Publications, Ltd.";"Neurology (clinical) (Q4)"
218;15624;"Focus on Parkinson's Disease";journal;"09242015";0,102;Q4;2;6;15;136;0;9;0,00;22,67;Netherlands;"PMSI Bugamor BV";"Neurology (Q4); Neurology (clinical) (Q4)"
219;110337;"Zhurnal Nevrologii i Psikhiatrii imeni S.S. Korsakova";journal;"19977298";0,102;Q4;12;219;576;5365;43;574;0,08;24,50;Russian Federation;"Media Sphera";"Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4)"
220;19287;"Revista Ecuatoriana de Neurologia";journal;"10198113";0,102;Q4;4;16;60;342;2;60;0,07;21,38;Ecuador;"Sociedad Ecuatoriana de Neurologia";"Neurology (Q4); Neurology (clinical) (Q4)"
221;19259;"Revista Brasileira de Neurologia e Psiquiatria";journal;"14140365";0,102;Q4;1;0;35;0;1;30;0,03;0,00;Brazil;"Editora Cientifica Nacional";"Neurology (Q4); Neurology (clinical) (Q4); Neuropsychology and Physiological Psychology (Q4); Psychiatry and Mental Health (Q4)"
222;17606;"African Journal of Neurological Sciences";journal;"10158618, 19922647";0,102;Q4;10;11;13;165;0;13;0,00;15,00;Egypt;"Pan African Association of Neurological Sciences";"Neurology (Q4); Neurology (clinical) (Q4)"
223;19264;"Revista Chilena de Neuro-Psiquiatria";journal;"00347388";0,101;Q4;11;48;35;672;1;28;0,05;14,00;Chile;"Sociedad Chilena de Neurologia psiquiatria y Neurocirugia";"Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4); Surgery (Q4)"
224;19336;"Zhurnal Voprosy Neirokhirurgii Imeni N.N. Burdenko";journal;"00428817";0,101;Q4;7;41;142;386;5;142;0,02;9,41;Russian Federation;"Media Sphera Publishing Group";"Medicine (miscellaneous) (Q4); Neurology (clinical) (Q4)"
225;88257;"Giornale Italiano di Riflessoterapia ed Agopuntura";journal;"11203560";0,101;Q4;2;0;22;0;0;21;0,00;0,00;Italy;"Edizioni Libreria Cortina";"Neurology (clinical) (Q4)"
226;19291;"Revista Neurologica Argentina";journal;"15153347, 03250938";0,101;Q4;6;5;119;79;1;118;0,01;15,80;Argentina;"Sociedad Neurologica Argentina";"Neurology (clinical) (Q4)"
227;74053;"Akupunktur";journal;"03403130";0,101;Q4;4;30;89;132;2;77;0,00;4,40;Germany;"Medizinisch Literarische Verlagsgesellschaft mbH";"Neurology (clinical) (Q4)"
228;81916;"Annali Italiani di Medicina Interna, Supplement";journal;"11220538";0,100;Q4;1;0;38;0;0;37;0,00;0,00;Italy;"Italian Inner Medicine society";"Neurology (clinical) (Q4)"
229;20011;"Chinese Journal of Neurology";journal;"10067876";0,100;Q4;7;67;240;638;3;224;0,01;9,52;China;"Zhonghua Yixeuehui Zazhishe/Chinese Medical Association Publishing House";"Neurology (Q4); Neurology (clinical) (Q4)"
230;91169;"S.N.";journal;"11370351";0,100;Q4;1;0;50;0;0;41;0,00;0,00;Spain;"";"Neurology (clinical) (Q4)"
