Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (1999);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Categories
112;14843;"Cephalalgia, Supplement";journal;"08001952";0,372;Q3;24;31;34;447;23;33;0,70;14,42;United Kingdom;"Blackwell Publishing Inc.";"Neurology (clinical) (Q3)"
113;14484;"Journal of Neuro-Ophthalmology";journal;"10708022, 15365166";0,368;Q3;47;44;174;799;108;161;0,78;18,16;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q2); Ophthalmology (Q2); Neurology (clinical) (Q3)"
114;16815;"Journal of Spinal Cord Medicine";journal;"10790268";0,355;Q3;53;30;112;793;61;110;0,54;26,43;United Kingdom;"Maney Publishing";"Neurology (clinical) (Q3)"
115;17227;"Journal of Neuroradiology";journal;"01509861";0,350;Q3;35;58;112;1330;62;103;0,52;22,93;France;"Elsevier Masson";"Radiology, Nuclear Medicine and Imaging (Q2); Neurology (clinical) (Q3); Radiological and Ultrasound Technology (Q3)"
116;14895;"Clinical Neurology and Neurosurgery";journal;"03038467";0,346;Q3;61;57;221;1115;160;215;0,70;19,56;Netherlands;"Elsevier BV";"Medicine (miscellaneous) (Q2); Surgery (Q2); Neurology (clinical) (Q3)"
117;19837;"Sleep Medicine Reviews";journal;"10870792";0,340;Q3;116;27;25;1353;24;25;0,96;50,11;United Kingdom;"Elsevier Ltd.";"Pulmonary and Respiratory Medicine (Q2); Neurology (Q3); Neurology (clinical) (Q3); Physiology (medical) (Q3)"
118;33648;"Neurorehabilitation and Neural Repair";journal;"15459683";0,330;Q3;87;29;87;1026;52;85;0,48;35,38;United States;"Sage Science Press";"Rehabilitation (Q2); Neurology (Q3); Neurology (clinical) (Q3)"
119;19386;"Seminars in Pediatric Neurology";journal;"10719091";0,325;Q3;51;45;105;1608;86;97;1,07;35,73;United Kingdom;"W. B. Saunders Co., Ltd.";"Pediatrics, Perinatology and Child Health (Q2); Neurology (clinical) (Q3)"
120;145007;"Clinical EEG and Neuroscience";journal;"15500594";0,324;Q3;44;33;110;836;72;96;0,61;25,33;United States;"SAGE Publications Inc.";"Medicine (miscellaneous) (Q2); Neurology (Q3); Neurology (clinical) (Q3)"
121;20529;"British Journal of Neurosurgery";journal;"1360046, 02688697";0,319;Q3;57;119;463;2251;210;413;0,34;18,92;United Kingdom;"Taylor & Francis";"Medicine (miscellaneous) (Q2); Surgery (Q2); Neurology (clinical) (Q3)"
122;17306;"Neuroimaging Clinics of North America";journal;"10525149";0,318;Q3;50;51;150;2814;111;147;0,89;55,18;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q2); Radiology, Nuclear Medicine and Imaging (Q2); Neurology (clinical) (Q3)"
123;18572;"Parkinsonism and Related Disorders";journal;"13538020";0,315;Q3;79;31;95;1319;63;94;0,66;42,55;Netherlands;"Elsevier BV";"Geriatrics and Gerontology (Q2); Neurology (Q3); Neurology (clinical) (Q3)"
124;17525;"Neurologia Medico-Chirurgica";journal;"13498029, 04708105";0,313;Q3;43;129;435;2661;168;427;0,29;20,63;Japan;"Japan Neurosurgical Society/Nihon No Shinkei Geka Gakkai";"Surgery (Q2); Neurology (clinical) (Q3)"
125;15549;"European Journal of Neurology";journal;"13515101, 14681331";0,308;Q3;109;149;372;3171;210;350;0,69;21,28;United Kingdom;"Blackwell Publishing Inc.";"Neurology (Q3); Neurology (clinical) (Q3)"
126;56695;"Journal of Epilepsy";journal;"08966974";0,292;Q3;19;0;170;0;75;152;0,48;0,00;Netherlands;"Elsevier BV";"Neurology (clinical) (Q3); Neuroscience (miscellaneous) (Q3)"
127;17459;"Neuro-Ophthalmology";journal;"01658107";0,279;Q3;20;66;166;1394;50;157;0,29;21,12;United Kingdom;"Taylor & Francis";"Neurology (clinical) (Q3); Ophthalmology (Q3)"
128;22097;"Neurosurgical Review";journal;"03445607, 14372320";0,275;Q3;52;43;158;1156;58;155;0,30;26,88;Germany;"Springer Verlag";"Medicine (miscellaneous) (Q2); Surgery (Q2); Neurology (clinical) (Q3)"
129;21100216323;"Journal of Neurological Surgery. Part A: Central European Neurosurgery";journal;"21936315, 21936323";0,274;Q3;27;26;94;555;37;94;0,33;21,35;Germany;"Thieme";"Medicine (miscellaneous) (Q2); Surgery (Q2); Neurology (clinical) (Q3)"
130;14991;"European Journal of Paediatric Neurology";journal;"10903798";0,267;Q3;54;51;87;994;46;80;0,58;19,49;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q2); Pediatrics, Perinatology and Child Health (Q2); Neurology (clinical) (Q3)"
131;5700155920;"Focus on Autism and Other Developmental Disabilities";journal;"15384829, 10883576";0,267;Q3;51;30;93;811;35;81;0,44;27,03;United States;"SAGE Publications Inc.";"Pediatrics, Perinatology and Child Health (Q2); Neurology (Q3); Neurology (clinical) (Q3); Psychiatry and Mental Health (Q3); Cognitive Neuroscience (Q4)"
132;15664;"Functional Neurology";journal;"03935264, 19713274";0,266;Q3;36;26;111;722;63;109;0,59;27,77;Italy;"CIC Edizioni Internazionali s.r.l.";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3); Neuroscience (miscellaneous) (Q3)"
133;21772;"Neurochirurgie";journal;"00283770";0,259;Q3;26;75;188;1979;62;176;0,27;26,39;France;"Elsevier Masson";"Surgery (Q2); Neurology (clinical) (Q3)"
134;19307;"Revue Neurologique";journal;"00353787";0,244;Q3;39;150;395;5525;208;350;0,50;36,83;France;"Elsevier Masson";"Neurology (Q3); Neurology (clinical) (Q3)"
135;20653;"Topics in Stroke Rehabilitation";journal;"10749357";0,242;Q3;50;37;88;575;36;85;0,58;15,54;United Kingdom;"Taylor & Francis";"Community and Home Care (Q2); Rehabilitation (Q2); Neurology (clinical) (Q3)"
136;18712;"Psychiatry and Clinical Neurosciences";journal;"14401819, 13231316";0,240;Q3;62;159;369;2718;146;365;0,39;17,09;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q2); Neurology (Q3); Neurology (clinical) (Q3); Neuroscience (miscellaneous) (Q3); Psychiatry and Mental Health (Q3)"
137;23884;"Journal of Stroke and Cerebrovascular Diseases";journal;"15328511, 10523057";0,233;Q3;46;71;171;1695;49;151;0,30;23,87;United Kingdom;"W. B. Saunders Co., Ltd.";"Rehabilitation (Q2); Surgery (Q2); Cardiology and Cardiovascular Medicine (Q3); Neurology (clinical) (Q3)"
138;15480;"Electromyography and Clinical Neurophysiology";journal;"0301150";0,233;Q3;31;75;207;1509;100;207;0,41;20,12;Belgium;"Editions Nauwelaerts SA";"Neurology (clinical) (Q3); Physiology (Q4); Physiology (medical) (Q4)"
139;17973;"Neuromodulation";journal;"15251403, 10947159";0,233;Q3;48;36;21;1132;41;21;1,95;31,44;United Kingdom;"Blackwell Publishing Inc.";"Anesthesiology and Pain Medicine (Q2); Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3); Neurology (Q4)"
140;17438;"Der Nervenarzt";journal;"14330407, 00282804";0,229;Q3;40;198;534;6178;316;504;0,63;31,20;Germany;"Springer Verlag";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3); Psychiatry and Mental Health (Q3); Neurology (Q4)"
141;14904;"Clinical neurosurgery";journal;"00694827";0,227;Q3;26;39;67;1030;16;67;0,11;26,41;United States;"Williams & Wilkins Co.";"Surgery (Q2); Neurology (clinical) (Q3)"
142;16819;"Journal of the History of the Neurosciences";journal;"0964704";0,226;Q3;22;35;82;792;9;78;0,13;22,63;United Kingdom;"Taylor & Francis";"History and Philosophy of Science (Q2); Neurology (clinical) (Q3); Neuroscience (miscellaneous) (Q3)"
143;17947;"Neurologist";journal;"10747931";0,223;Q3;53;41;117;2129;40;109;0,42;51,93;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3)"
144;21707;"Journal of Neurosurgical Sciences";journal;"03905616";0,220;Q3;33;44;166;279;56;161;0,32;6,34;Italy;"Edizioni Minerva Medica";"Surgery (Q2); Neurology (clinical) (Q3)"
145;21775;"Neurological Surgery";journal;"03012603";0,215;Q3;19;151;462;2574;84;455;0,15;17,05;Japan;"Igaku-Shoin Ltd.";"Medicine (miscellaneous) (Q2); Surgery (Q2); Neurology (clinical) (Q3)"
146;14287;"Behavioural Neurology";journal;"09534180";0,212;Q3;39;0;77;0;25;76;0,23;0,00;Netherlands;"Hindawi Publishing Corporation";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3); Neurology (Q4); Neuropsychology and Physiological Psychology (Q4)"
147;17642;"Alzheimer's Reports";journal;"14616130";0,212;Q3;13;44;56;1351;27;56;0,48;30,70;United Kingdom;"Cardiff University";"Neurology (clinical) (Q3); Neurology (Q4)"
148;23426;"Equilibrium Research";journal;"03855716";0,209;Q3;11;49;169;764;15;169;0,07;15,59;Japan;"Nihon Heiko Shinkeika Gakkai/Japan Society for Equilibrium Research";"Neurology (clinical) (Q3); Otorhinolaryngology (Q3)"
149;17997;"Neurophysiologie Clinique";journal;"09877053";0,207;Q3;54;32;99;1207;57;96;0,49;37,72;Netherlands;"Elsevier Masson";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3); Neurology (Q4); Physiology (medical) (Q4)"
150;18019;"NeuroRehabilitation";journal;"10538135";0,207;Q3;53;43;145;1514;37;137;0,33;35,21;Netherlands;"IOS Press";"Neurology (clinical) (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Rehabilitation (Q3)"
151;21100202751;"The Neurodiagnostic journal";journal;"21646821";0,205;Q3;15;17;56;259;12;54;0,31;15,24;United Kingdom;"Taylor & Francis";"Medical Laboratory Technology (Q3); Neurology (clinical) (Q3)"
152;87639;"American Journal of Acupuncture";journal;"00913960";0,203;Q3;10;19;83;659;14;77;0,16;34,68;United States;"American Journal of Acupuncture";"Complementary and Alternative Medicine (Q2); Neurology (clinical) (Q3)"
153;17546;"Acta Neurologica Belgica";journal;"03009009";0,203;Q3;30;35;121;1287;59;112;0,50;36,77;Belgium;"Springer-Verlag Italia";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3)"
154;17970;"Neurology Psychiatry and Brain Research";journal;"09419500";0,200;Q3;14;30;86;1055;34;86;0,42;35,17;Germany;"Elsevier GmbH";"Neurology (clinical) (Q3); Psychiatry and Mental Health (Q3); Neuroscience (miscellaneous) (Q4)"
155;18844;"Schmerz";journal;"14322129, 0932433";0,196;Q3;36;48;139;1303;75;132;0,57;27,15;Germany;"Springer Verlag";"Anesthesiology and Pain Medicine (Q2); Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3)"
156;15633;"Fortschritte der Neurologie Psychiatrie";journal;"07204299, 14393522";0,191;Q3;29;92;239;4019;104;239;0,44;43,68;Germany;"Georg Thieme Verlag";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3); Psychiatry and Mental Health (Q3); Neurology (Q4)"
157;21777;"Neurosurgery Quarterly";journal;"10506438, 15344916";0,191;Q3;16;19;65;1884;22;65;0,35;99,16;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q3); Surgery (Q3)"
158;21935;"Pain Clinic";journal;"01691112";0,190;Q3;18;23;125;579;32;114;0,29;25,17;United Kingdom;"Maney Publishing";"Anesthesiology and Pain Medicine (Q2); Neurology (clinical) (Q3)"
159;17980;"Neuropathology";journal;"14401789, 09196544";0,186;Q3;52;56;162;1709;57;157;0,28;30,52;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3); Pathology and Forensic Medicine (Q3)"
160;80627;"Headache Quarterly";journal;"10597565";0,186;Q3;8;81;100;523;27;92;0,27;6,46;United States;"Cliggott Publishing Co.";"Neurology (clinical) (Q3)"
161;60724;"Journal of Neuro-AIDS";journal;"10697438";0,184;Q3;8;7;28;208;13;28;0,40;29,71;United States;"The Haworth Medical Press";"Neurology (clinical) (Q3)"
162;15628;"Folia Neuropathologica";journal;"16414640";0,182;Q3;30;55;107;1054;40;107;0,33;19,16;Poland;"Termedia Publishing House Ltd.";"Neurology (clinical) (Q3); Pathology and Forensic Medicine (Q3)"
163;28755;"Brain Tumor Pathology";journal;"14337398";0,179;Q3;32;15;66;97;25;65;0,40;6,47;Germany;"Springer Verlag";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3); Oncology (Q3); Cancer Research (Q4)"
164;16683;"Journal of Clinical Neuroscience";journal;"09675868";0,161;Q3;66;124;274;3114;42;274;0,12;25,11;United States;"Churchill Livingstone";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3); Neurology (Q4); Physiology (medical) (Q4)"
165;14224;"Arquivos de Neuro-Psiquiatria";journal;"0004282";0,153;Q3;42;178;370;3743;84;369;0,21;21,03;Brazil;"Associacao Arquivos de Neuro-Psiquiatria Dr. Oswaldo Lange";"Neurology (clinical) (Q3); Biological Psychiatry (Q4)"
166;18099;"No To Hattatsu";journal;"00290831";0,152;Q4;11;89;243;1089;37;229;0,15;12,24;Japan;"Japanese Society of Child Neurology";"Medicine (miscellaneous) (Q2); Pediatrics, Perinatology and Child Health (Q3); Neurology (clinical) (Q4)"
167;17492;"Neuroendocrinology Letters";journal;"0172780";0,151;Q4;57;44;51;1235;18;47;0,38;28,07;Sweden;"Maghira and Maas Publications";"Medicine (miscellaneous) (Q2); Endocrine and Autonomic Systems (Q4); Endocrinology (Q4); Endocrinology, Diabetes and Metabolism (Q4); Neurology (Q4); Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4)"
168;67774;"Developmental Brain Dysfunction";journal;"10195815";0,149;Q4;7;0;85;0;21;83;0,21;0,00;Switzerland;"Karger AG";"Neurology (clinical) (Q4); Neuroscience (miscellaneous) (Q4)"
169;19269;"Revista de Neurologia";journal;"02100010";0,148;Q4;36;612;1116;13345;286;942;0,30;21,81;Spain;"Viguera Editores";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q4)"
170;16852;"Klinische Neurophysiologie";journal;"14340275, 14394081";0,146;Q4;7;30;95;1318;26;94;0,27;43,93;Germany;"Georg Thieme Verlag";"Neurology (clinical) (Q4); Physiology (medical) (Q4)"
171;21100242270;"Journal of Neurological Surgery, Part B: Skull Base";journal;"2193634, 21936331";0,145;Q4;33;424;771;1054;45;770;0,04;2,49;United States;"Thieme medical Publishers";"Neurology (clinical) (Q4)"
172;31458;"Acupuncture in Medicine";journal;"09645284";0,144;Q4;39;35;71;484;9;66;0,10;13,83;United Kingdom;"BMJ Publishing Group";"Medicine (miscellaneous) (Q2); Complementary and Alternative Medicine (Q3); Neurology (clinical) (Q4)"
173;19313;"Clinical Neurology";journal;"0009918";0,143;Q4;18;259;603;2495;87;590;0,15;9,63;Japan;"Japanese Society of Neurology/Nihon Shinkei Gakkai";"Neurology (clinical) (Q4)"
174;28222;"Journal of Neuroscience Nursing";journal;"08880395";0,143;Q4;37;49;140;399;30;130;0,29;8,14;United States;"Lippincott Williams & Wilkins Ltd.";"Medical and Surgical Nursing (Q1); Surgery (Q3); Endocrine and Autonomic Systems (Q4); Neurology (clinical) (Q4)"
175;14861;"Ceska a Slovenska Neurologie a Neurochirurgie";journal;"18024041, 12107859";0,139;Q4;11;64;145;1246;14;145;0,09;19,47;Czech Republic;"Nakladatelske Stredisko CLSJE Purkyne";"Surgery (Q3); Neurology (clinical) (Q4)"
176;21218;"JNMS - Journal of the Neuromusculoskeletal System";journal;"10678239";0,139;Q4;8;17;49;448;4;49;0,00;26,35;United States;"Data Trace Publishing Co.";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Neurology (clinical) (Q4)"
177;17520;"Neurologia";journal;"02134853, 15781968";0,137;Q4;29;141;362;4490;71;271;0,27;31,84;Spain;"Ediciones Doyma S.A.";"Medicine (miscellaneous) (Q3); Neurology (clinical) (Q4)"
178;21100829261;"Clinical Neuroradiology";journal;"18691439, 18691447";0,136;Q4;17;29;47;598;5;47;0,11;20,62;Germany;"Springer Verlag";"Neurology (clinical) (Q4); Radiology, Nuclear Medicine and Imaging (Q4)"
179;17942;"Neurological Sciences";journal;"15903478, 15901874";0,135;Q4;60;303;856;2718;77;834;0,06;8,97;Germany;"Springer Verlag";"Dermatology (Q3); Medicine (miscellaneous) (Q3); Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4)"
180;12751;"Japanese Journal of Neurosurgery";journal;"0917950";0,130;Q4;6;90;323;1562;16;323;0,05;17,36;Japan;"Nihon No Shinkei Geka Konguresu/Japanese Congress of Neurological Surgeons";"Surgery (Q3); Neurology (clinical) (Q4)"
181;9500153993;"Neuroradiology Journal";journal;"19714009, 23851996";0,129;Q4;16;203;512;2775;43;510;0,07;13,67;Italy;"SAGE Publications Inc.";"Medicine (miscellaneous) (Q3); Neurology (clinical) (Q4); Radiology, Nuclear Medicine and Imaging (Q4)"
182;19241;"Revista Brasileira de Neurologia";journal;"01018469";0,127;Q4;5;27;98;938;18;97;0,23;34,74;Brazil;"ECN - Editora Cientifica Nacional Ltda.";"Neurology (clinical) (Q4)"
183;16187;"International MS Journal";journal;"14693410, 13528963";0,124;Q4;23;16;15;458;6;13;0,46;28,63;United Kingdom;"Cambridge Medical Publications";"Medicine (miscellaneous) (Q3); Neurology (Q4); Neurology (clinical) (Q4)"
184;17623;"Aktuelle Neurologie";journal;"14389428, 03024350";0,123;Q4;15;58;190;1880;49;184;0,27;32,41;Germany;"Georg Thieme Verlag";"Neurology (clinical) (Q4)"
185;130133;"Aktuelle Neurologie, Supplement";journal;"14372754";0,121;Q4;10;2;46;100;10;45;0,19;50,00;Germany;"Georg Thieme Verlag";"Neurology (clinical) (Q4)"
186;21100307455;"Journal of oral & facial pain and headache";journal;"23330376, 23330384";0,121;Q4;35;18;13;276;2;1;1,00;15,33;United States;"Quintessence Publishing Company";"Dentistry (miscellaneous) (Q3); Anesthesiology and Pain Medicine (Q4); Neurology (clinical) (Q4)"
187;17523;"Neurologia Croatica";journal;"03538842";0,118;Q4;5;22;75;460;5;75;0,13;20,91;Croatia;"Neuroloske Klinke I Zavoda Za Neuropatologiju Klinickog Bolnick Og Centra I Medicinskog Fakulteta Sveucilista U Zagrebu";"Neurology (clinical) (Q4)"
188;14924;"Confinia Cephalalgica";journal;"11220279";0,118;Q4;3;26;50;369;2;42;0,04;14,19;France;"Masson Publishing";"Neurology (Q4); Neurology (clinical) (Q4)"
189;19356;"Schweizer Archiv für Neurologie und Psychiatrie";journal;"02587661";0,113;Q4;11;41;140;945;9;134;0,08;23,05;Switzerland;"Schwabe and Co. AG";"Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4)"
190;17439;"Nervenheilkunde";journal;"07221541";0,113;Q4;16;121;312;3092;39;303;0,15;25,55;Germany;"Schattauer GmbH";"Family Practice (Q4); Neurology (clinical) (Q4)"
191;74053;"Akupunktur";journal;"03403130";0,113;Q4;4;27;65;220;4;62;0,08;8,15;Germany;"Medizinisch Literarische Verlagsgesellschaft mbH";"Neurology (clinical) (Q4)"
192;17551;"Acta Neurologica Taiwanica";journal;"1028768";0,112;Q4;20;28;67;545;1;67;0,01;19,46;Taiwan;"Taiwan Neurological Society";"Medicine (miscellaneous) (Q3); Neurology (Q4); Neurology (clinical) (Q4)"
193;12446;"Deutsche Zeitschrift für Akupunktur";journal;"04156412, 14394359";0,111;Q4;10;23;47;331;1;46;0,04;14,39;Netherlands;"Elsevier BV";"Complementary and Alternative Medicine (Q3); Neurology (clinical) (Q4)"
194;53315;"Folia Neuropsiquiatrica";journal;"02112558";0,110;Q4;1;0;2;0;0;2;0,00;0,00;Spain;"Editorial Universidad de Granada";"Neurology (clinical) (Q4); Neuropsychology and Physiological Psychology (Q4)"
195;18119;"Nuova Rivista di Neurologia";journal;"1122035";0,108;Q4;5;21;145;1040;6;143;0,01;49,52;Italy;"II Pensiero Scientifico Editore srl";"Neurology (clinical) (Q4)"
196;19831;"Sleep and Breathing";journal;"15209512, 15221709";0,107;Q4;53;17;3;247;0;3;0,00;14,53;Germany;"Springer Verlag";"Neurology (clinical) (Q4); Otorhinolaryngology (Q4)"
197;19909;"Journal of the Japan Epilepsy Society";journal;"13475509, 09120890";0,106;Q4;3;18;57;295;2;56;0,06;16,39;Japan;"Nihon Tenkan Gakkai/Japan Epilepsy Society";"Neurology (Q4); Neurology (clinical) (Q4)"
198;15118;"Neuro-Ophthalmology Japan";journal;"02897024";0,106;Q4;3;16;73;246;2;72;0,00;15,38;Japan;"Japanese Neuro-Ophthalmology Society";"Neurology (clinical) (Q4); Ophthalmology (Q4)"
199;17524;"Neurologia i Neurochirurgia Polska";journal;"00283843";0,104;Q4;21;180;399;867;14;388;0,04;4,82;Poland;"Polish Neurological Society";"Neurology (clinical) (Q4); Surgery (Q4)"
200;62420;"Turkish Neurosurgery";journal;"10195149";0,104;Q4;20;27;73;634;1;73;0,02;23,48;Turkey;"Turkish Neurosurgical Society";"Neurology (clinical) (Q4); Surgery (Q4)"
201;15624;"Focus on Parkinson's Disease";journal;"09242015";0,103;Q4;2;6;9;160;0;6;0,00;26,67;Netherlands;"PMSI Bugamor BV";"Neurology (Q4); Neurology (clinical) (Q4)"
202;17969;"Neurology India";journal;"00283886, 19984022";0,103;Q4;40;105;214;1444;3;192;0,00;13,75;India;"Medknow Publications";"Neurology (Q4); Neurology (clinical) (Q4)"
203;70276;"Brazilian Journal of Epilepsy and Clinical Neurophysiology";journal;"01049275";0,103;Q4;4;24;54;689;1;52;0,00;28,71;Brazil;"Servico De Neurologia Do Hospital Sao Lucas Da Pucrs";"Neurology (clinical) (Q4)"
204;19336;"Zhurnal Voprosy Neirokhirurgii Imeni N.N. Burdenko";journal;"00428817";0,103;Q4;7;44;172;393;2;171;0,01;8,93;Russian Federation;"Media Sphera Publishing Group";"Medicine (miscellaneous) (Q4); Neurology (clinical) (Q4)"
205;17283;"Bollettino - Lega Italiana contro l'Epilessia";journal;"0394560";0,103;Q4;3;116;389;744;6;387;0,01;6,41;Italy;"Lega Italiana contro I'Epilessia";"Neurology (clinical) (Q4)"
206;110337;"Zhurnal Nevrologii i Psikhiatrii imeni S.S. Korsakova";journal;"19977298";0,102;Q4;12;193;560;4588;14;557;0,03;23,77;Russian Federation;"Media Sphera";"Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4)"
207;20011;"Chinese Journal of Neurology";journal;"10067876";0,101;Q4;7;78;150;706;2;142;0,01;9,05;China;"Zhonghua Yixeuehui Zazhishe/Chinese Medical Association Publishing House";"Neurology (Q4); Neurology (clinical) (Q4)"
208;88257;"Giornale Italiano di Riflessoterapia ed Agopuntura";journal;"11203560";0,101;Q4;2;4;19;84;0;15;0,00;21,00;Italy;"Edizioni Libreria Cortina";"Neurology (clinical) (Q4)"
209;17946;"Neurologie und Rehabilitation";journal;"09472177";0,101;Q4;12;69;105;874;5;98;0,05;12,67;Germany;"Kagerer Kommunikation";"Neurology (clinical) (Q4); Rehabilitation (Q4)"
210;15512;"Epilepsies";journal;"11496576";0,101;Q4;7;24;83;259;4;81;0,00;10,79;France;"John Libbey Eurotext";"Neurology (Q4); Neurology (clinical) (Q4)"
211;17606;"African Journal of Neurological Sciences";journal;"10158618, 19922647";0,101;Q4;10;4;19;39;0;19;0,00;9,75;Egypt;"Pan African Association of Neurological Sciences";"Neurology (Q4); Neurology (clinical) (Q4)"
212;81916;"Annali Italiani di Medicina Interna, Supplement";journal;"11220538";0,101;Q4;1;18;23;660;0;22;0,00;36,67;Italy;"Italian Inner Medicine society";"Neurology (clinical) (Q4)"
213;69291;"Techniques in Neurosurgery";journal;"10772855";0,101;Q4;9;42;38;1546;0;32;0,00;36,81;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q4)"
214;4000148206;"Journal of Neurologic Physical Therapy";journal;"15570584, 15570576";0,100;Q4;40;19;39;87;0;39;0,00;4,58;United States;"Lippincott Williams & Wilkins Ltd.";"Geriatrics and Gerontology (Q4); Medicine (miscellaneous) (Q4); Neurology (clinical) (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Rehabilitation (Q4)"
215;23950;"Neurophysiologie-Labor";journal;"14394847";0,100;Q4;3;16;42;300;0;41;0,00;18,75;Netherlands;"Elsevier BV";"Neurology (clinical) (Q4); Pathology and Forensic Medicine (Q4); Physiology (medical) (Q4)"
216;19291;"Revista Neurologica Argentina";journal;"15153347, 03250938";0,100;Q4;6;103;56;335;1;56;0,05;3,25;Argentina;"Sociedad Neurologica Argentina";"Neurology (clinical) (Q4)"
217;19287;"Revista Ecuatoriana de Neurologia";journal;"10198113";0,100;Q4;4;14;60;297;0;60;0,00;21,21;Ecuador;"Sociedad Ecuatoriana de Neurologia";"Neurology (Q4); Neurology (clinical) (Q4)"
218;19264;"Revista Chilena de Neuro-Psiquiatria";journal;"00347388";0,100;Q4;11;0;67;0;0;65;0,00;0,00;Chile;"Sociedad Chilena de Neurologia psiquiatria y Neurocirugia";"Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4); Surgery (Q4)"
219;15680;"Giornale di Neuropsicofarmacologia";journal;"03919048";0,100;Q4;1;15;70;417;0;70;0,00;27,80;Italy;"C I C Edizioni International srl";"Neurology (clinical) (Q4); Neuropsychology and Physiological Psychology (Q4); Neuroscience (miscellaneous) (Q4); Pharmaceutical Science (Q4); Pharmacology (Q4); Pharmacology (medical) (Q4); Psychiatry and Mental Health (Q4)"
220;91878;"Archivos de Neurociencias";journal;"10285938";;-;5;35;0;1060;0;0;0,00;30,29;Mexico;"Instituto Nacional de Neurologia y Neurocirugia Manuel Velosco Suarez";"Neurology; Neurology (clinical)"
221;14900;"Clinical Neurophysiology";journal;"13882457";;-;157;270;0;8630;0;0;0,00;31,96;Netherlands;"Elsevier BV";"Neurology; Neurology (clinical); Physiology (medical); Sensory Systems"
222;15518;"Epileptic Disorders";journal;"12949361";;-;47;38;0;822;0;0;0,00;21,63;United States;"Wiley-Blackwell";"Medicine (miscellaneous); Neurology; Neurology (clinical)"
223;19600164200;"Neurocirugia";journal;"00479411";;-;1;1;0;12;0;0;0,00;12,00;Chile;"Instituto De Neurocirugia E Investigaciones Cerebrales";"Neurology (clinical); Surgery"
224;19259;"Revista Brasileira de Neurologia e Psiquiatria";journal;"14140365";;-;1;17;0;255;0;0;0,00;15,00;Brazil;"Editora Cientifica Nacional";"Neurology; Neurology (clinical); Neuropsychology and Physiological Psychology; Psychiatry and Mental Health"
225;15873;"Journal of Clinical Neuromuscular Disease";journal;"15220443";;-;21;19;0;572;0;0;0,00;30,11;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous); Neurology; Neurology (clinical)"
226;91169;"S.N.";journal;"11370351";;-;1;29;0;446;0;0;0,00;15,38;Spain;"";"Neurology (clinical)"
227;17488;"Neurocirugia";journal;"11301473";;-;18;51;0;1422;0;0;0,00;27,88;Spain;"Sociedad Espanola de Neurocirugia";"Neurology (clinical); Surgery"
228;12499;"Neuro-Oncology";journal;"15228517";;-;94;29;0;1554;0;0;0,00;53,59;United States;"Oxford University Press";"Cancer Research; Neurology (clinical); Oncology"
229;21100235630;"Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration";journal;"21678421, 21679223";;-;60;10;0;219;0;0;0,00;21,90;United Kingdom;"Informa Healthcare";"Medicine (miscellaneous); Neurology; Neurology (clinical)"
