Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2005);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Categories
112;22097;"Neurosurgical Review";journal;"03445607, 14372320";0,603;Q2;52;58;142;2027;193;112;1,71;34,95;Germany;"Springer Verlag";"Medicine (miscellaneous) (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
113;14386;"CNS Spectrums";journal;"10928529";0,597;Q2;69;194;444;6695;542;305;2,04;34,51;United Kingdom;"Cambridge University Press";"Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
114;17526;"Neurologic Clinics";journal;"07338619";0,593;Q2;70;61;160;5260;291;146;1,79;86,23;United Kingdom;"W. B. Saunders Co., Ltd.";"Neurology (clinical) (Q2)"
115;17980;"Neuropathology";journal;"14401789, 09196544";0,572;Q2;52;60;156;1755;222;151;1,28;29,25;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Pathology and Forensic Medicine (Q2)"
116;19384;"Seminars in Neurology";journal;"10989021, 02718235";0,571;Q2;63;51;160;3122;249;127;2,16;61,22;United States;"Thieme Medical Publishers";"Neurology (clinical) (Q2); Neurology (Q3)"
117;16674;"Journal of Child Neurology";journal;"08830738";0,565;Q2;93;213;629;6105;938;587;1,31;28,66;United States;"SAGE Publications";"Neurology (clinical) (Q2); Pediatrics, Perinatology and Child Health (Q2)"
118;16868;"Motor Control";journal;"15432696, 10871640";0,565;Q2;40;27;79;972;91;77;0,84;36,00;United States;"Human Kinetics Publishers, Inc.";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Neurology (clinical) (Q2); Sports Science (Q2); Physiology (medical) (Q3)"
119;17947;"Neurologist";journal;"10747931";0,562;Q2;53;43;126;2776;217;112;2,12;64,56;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2)"
120;15575;"European Neurology";journal;"00143022, 14219913";0,557;Q2;69;116;353;1946;528;346;1,42;16,78;Switzerland;"S. Karger AG";"Neurology (clinical) (Q2); Neurology (Q3)"
121;19884;"Spinal Cord";journal;"13624393, 14765624";0,551;Q2;93;129;369;3602;558;320;1,58;27,92;United Kingdom;"Nature Publishing Group";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Neurology (Q3)"
122;17376;"Minimally Invasive Neurosurgery";journal;"09467211, 14392291";0,536;Q2;45;95;219;2834;247;217;0,99;29,83;Germany;"Georg Thieme Verlag";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Surgery (Q2)"
123;25336;"Neurodegenerative Diseases";journal;"16602862, 16602854";0,532;Q2;49;9;30;249;32;28;1,14;27,67;Switzerland;"S. Karger AG";"Neurology (clinical) (Q2); Neurology (Q3)"
124;17541;"Acta Neurochirurgica, Supplement";journal;"00651419";0,525;Q2;62;210;418;2858;572;415;1,37;13,61;Germany;"Springer Verlag";"Neurology (clinical) (Q2); Surgery (Q2)"
125;14874;"Child's Nervous System";journal;"14330350, 02567040";0,520;Q2;72;181;424;3965;468;370;1,19;21,91;Germany;"Springer Verlag";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Pediatrics, Perinatology and Child Health (Q2)"
126;18019;"NeuroRehabilitation";journal;"10538135";0,507;Q2;53;41;124;1337;164;111;1,41;32,61;Netherlands;"IOS Press";"Rehabilitation (Q1); Neurology (clinical) (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2)"
127;14990;"Current Neuropharmacology";journal;"1570159";0,505;Q2;53;23;32;3390;41;30;1,37;147,39;United Arab Emirates;"Bentham Science Publishers";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Pharmacology (medical) (Q2); Psychiatry and Mental Health (Q2); Neurology (Q3); Pharmacology (Q3)"
128;17942;"Neurological Sciences";journal;"15903478, 15901874";0,504;Q2;60;152;465;2924;627;423;1,38;19,24;Germany;"Springer Verlag";"Dermatology (Q2); Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
129;14995;"Current Pain and Headache Reports";journal;"15343081, 15313433";0,504;Q2;51;69;182;2785;354;182;1,97;40,36;United States;"Current Science Inc.";"Anesthesiology and Pain Medicine (Q2); Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2)"
130;21100307455;"Journal of oral & facial pain and headache";journal;"23330376, 23330384";0,496;Q2;35;0;3;0;6;3;0,00;0,00;United States;"Quintessence Publishing Company";"Anesthesiology and Pain Medicine (Q2); Dentistry (miscellaneous) (Q2); Neurology (clinical) (Q2)"
131;14895;"Clinical Neurology and Neurosurgery";journal;"03038467";0,495;Q2;61;112;215;2660;301;212;1,34;23,75;Netherlands;"Elsevier BV";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Surgery (Q2)"
132;18712;"Psychiatry and Clinical Neurosciences";journal;"14401819, 13231316";0,485;Q2;62;126;382;3244;431;338;1,34;25,75;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2); Neurology (Q3); Neuroscience (miscellaneous) (Q3)"
133;130034;"Current Alzheimer Research";journal;"15672050";0,480;Q3;74;68;30;4359;29;30;0,97;64,10;United Arab Emirates;"Bentham Science Publishers";"Neurology (Q3); Neurology (clinical) (Q3)"
134;14903;"Clinical Neuroscience Research";journal;"15662772";0,476;Q3;32;46;115;2836;111;101;0,92;61,65;Netherlands;"Elsevier BV";"Psychiatry and Mental Health (Q2); Biological Psychiatry (Q3); Neurology (Q3); Neurology (clinical) (Q3); Neuropsychology and Physiological Psychology (Q3)"
135;14836;"Canadian Journal of Neurological Sciences";journal;"03171671";0,474;Q3;59;105;292;3052;339;240;1,33;29,07;United Kingdom;"Cambridge University Press";"Medicine (miscellaneous) (Q2); Neurology (Q3); Neurology (clinical) (Q3)"
136;19386;"Seminars in Pediatric Neurology";journal;"10719091";0,464;Q3;51;32;116;1663;134;101;1,23;51,97;United Kingdom;"W. B. Saunders Co., Ltd.";"Pediatrics, Perinatology and Child Health (Q2); Neurology (clinical) (Q3)"
137;29306;"Clinical Autonomic Research";journal;"09599851, 16191560";0,458;Q3;52;59;239;1342;267;181;1,35;22,75;Germany;"Dr. Dietrich Steinkopff Verlag";"Medicine (miscellaneous) (Q2); Endocrine and Autonomic Systems (Q3); Neurology (clinical) (Q3)"
138;17492;"Neuroendocrinology Letters";journal;"0172780";0,453;Q3;57;152;352;4581;538;308;1,35;30,14;Sweden;"Maghira and Maas Publications";"Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2); Endocrinology (Q3); Endocrinology, Diabetes and Metabolism (Q3); Neurology (Q3); Neurology (clinical) (Q3); Endocrine and Autonomic Systems (Q4)"
139;20529;"British Journal of Neurosurgery";journal;"1360046, 02688697";0,446;Q3;57;97;365;1777;300;331;0,78;18,32;United Kingdom;"Taylor & Francis";"Medicine (miscellaneous) (Q2); Surgery (Q2); Neurology (clinical) (Q3)"
140;21100216323;"Journal of Neurological Surgery. Part A: Central European Neurosurgery";journal;"21936315, 21936323";0,446;Q3;27;32;94;849;78;84;0,95;26,53;Germany;"Thieme";"Medicine (miscellaneous) (Q2); Surgery (Q2); Neurology (clinical) (Q3)"
141;16815;"Journal of Spinal Cord Medicine";journal;"10790268";0,425;Q3;53;51;206;1261;230;181;1,21;24,73;United Kingdom;"Maney Publishing";"Neurology (clinical) (Q3)"
142;15480;"Electromyography and Clinical Neurophysiology";journal;"0301150";0,422;Q3;31;59;200;1269;151;200;0,71;21,51;Belgium;"Editions Nauwelaerts SA";"Neurology (clinical) (Q3); Physiology (Q3); Physiology (medical) (Q3)"
143;16683;"Journal of Clinical Neuroscience";journal;"09675868";0,421;Q3;66;259;612;5684;608;590;0,81;21,95;United States;"Churchill Livingstone";"Medicine (miscellaneous) (Q2); Neurology (Q3); Neurology (clinical) (Q3); Physiology (medical) (Q3)"
144;14899;"Clinical Neuropathology";journal;"07225091";0,419;Q3;39;42;122;1086;135;118;1,10;25,86;Germany;"Dustri-Verlag Dr. Karl Feistle";"Medicine (miscellaneous) (Q2); Neurology (Q3); Neurology (clinical) (Q3); Pathology and Forensic Medicine (Q3)"
145;14843;"Cephalalgia, Supplement";journal;"08001952";0,419;Q3;24;0;31;0;40;30;1,33;0,00;United Kingdom;"Blackwell Publishing Inc.";"Neurology (clinical) (Q3)"
146;21776;"Neurosurgery Clinics of North America";journal;"10423680";0,406;Q3;52;55;149;2391;187;135;1,35;43,47;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q2); Surgery (Q2); Neurology (clinical) (Q3)"
147;31458;"Acupuncture in Medicine";journal;"09645284";0,400;Q3;39;38;116;560;91;75;0,65;14,74;United Kingdom;"BMJ Publishing Group";"Complementary and Alternative Medicine (Q1); Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3)"
148;20653;"Topics in Stroke Rehabilitation";journal;"10749357";0,399;Q3;50;41;115;1445;115;100;1,06;35,24;United Kingdom;"Taylor & Francis";"Community and Home Care (Q1); Rehabilitation (Q2); Neurology (clinical) (Q3)"
149;28755;"Brain Tumor Pathology";journal;"14337398";0,398;Q3;32;16;63;274;56;61;0,78;17,13;Germany;"Springer Verlag";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3); Oncology (Q3); Cancer Research (Q4)"
150;145172;"Behavioral Sleep Medicine";journal;"15402002, 15402010";0,386;Q3;38;16;31;0;55;30;1,83;0,00;United States;"Lawrence Erlbaum Associates Inc.";"Medicine (miscellaneous) (Q2); Psychology (miscellaneous) (Q2); Neurology (clinical) (Q3); Neuroscience (miscellaneous) (Q3)"
151;19831;"Sleep and Breathing";journal;"15209512, 15221709";0,365;Q3;53;30;82;748;100;72;1,25;24,93;Germany;"Springer Verlag";"Otorhinolaryngology (Q2); Neurology (clinical) (Q3)"
152;23481;"Journal of Vestibular Research: Equilibrium and Orientation";journal;"09574271";0,364;Q3;46;30;91;1206;102;88;1,10;40,20;Netherlands;"IOS Press";"Otorhinolaryngology (Q2); Neurology (clinical) (Q3); Neuroscience (miscellaneous) (Q3); Sensory Systems (Q4)"
153;21707;"Journal of Neurosurgical Sciences";journal;"03905616";0,356;Q3;33;36;127;619;80;107;0,81;17,19;Italy;"Edizioni Minerva Medica";"Surgery (Q2); Neurology (clinical) (Q3)"
154;17227;"Journal of Neuroradiology";journal;"01509861";0,354;Q3;35;54;149;1300;139;139;0,85;24,07;France;"Elsevier Masson";"Neurology (clinical) (Q3); Radiological and Ultrasound Technology (Q3); Radiology, Nuclear Medicine and Imaging (Q3)"
155;5700155920;"Focus on Autism and Other Developmental Disabilities";journal;"15384829, 10883576";0,351;Q3;51;19;78;791;56;76;0,54;41,63;United States;"SAGE Publications Inc.";"Pediatrics, Perinatology and Child Health (Q2); Psychiatry and Mental Health (Q2); Neurology (Q3); Neurology (clinical) (Q3); Cognitive Neuroscience (Q4)"
156;15013;"Current Treatment Options in Neurology";journal;"10928480, 15343138";0,346;Q3;34;50;47;2269;60;47;1,28;45,38;United States;"Current Science Inc.";"Neurology (clinical) (Q3)"
157;17546;"Acta Neurologica Belgica";journal;"03009009";0,326;Q3;30;32;96;1254;84;87;0,79;39,19;Belgium;"Springer-Verlag Italia";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3)"
158;17525;"Neurologia Medico-Chirurgica";journal;"13498029, 04708105";0,312;Q3;43;162;466;2569;201;370;0,51;15,86;Japan;"Japan Neurosurgical Society/Nihon No Shinkei Geka Gakkai";"Surgery (Q2); Neurology (clinical) (Q3)"
159;145175;"Neurosurgical Focus";journal;"10920684";0,306;Q3;75;142;385;3456;327;379;1,00;24,34;United States;"American Association of Neurological Surgeons";"Medicine (miscellaneous) (Q2); Surgery (Q2); Neurology (clinical) (Q3)"
160;23884;"Journal of Stroke and Cerebrovascular Diseases";journal;"15328511, 10523057";0,304;Q3;46;52;123;1287;69;118;0,63;24,75;United Kingdom;"W. B. Saunders Co., Ltd.";"Rehabilitation (Q2); Surgery (Q2); Cardiology and Cardiovascular Medicine (Q3); Neurology (clinical) (Q3)"
161;145007;"Clinical EEG and Neuroscience";journal;"15500594";0,287;Q3;44;36;93;1439;82;87;0,92;39,97;United States;"SAGE Publications Inc.";"Medicine (miscellaneous) (Q2); Neurology (Q3); Neurology (clinical) (Q3)"
162;14484;"Journal of Neuro-Ophthalmology";journal;"10708022, 15365166";0,283;Q3;47;83;259;1417;158;215;0,68;17,07;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3); Ophthalmology (Q3)"
163;28222;"Journal of Neuroscience Nursing";journal;"08880395";0,279;Q3;37;58;133;905;95;109;0,79;15,60;United States;"Lippincott Williams & Wilkins Ltd.";"Medical and Surgical Nursing (Q1); Surgery (Q2); Neurology (clinical) (Q3); Endocrine and Autonomic Systems (Q4)"
164;21772;"Neurochirurgie";journal;"00283770";0,276;Q3;26;67;221;1708;119;211;0,43;25,49;France;"Elsevier Masson";"Neurology (clinical) (Q3); Surgery (Q3)"
165;130054;"Neurocritical Care";journal;"15416933, 15560961";0,275;Q3;59;104;59;3552;34;56;0,61;34,15;United States;"Humana Press, Inc.";"Critical Care and Intensive Care Medicine (Q2); Neurology (clinical) (Q3)"
166;15664;"Functional Neurology";journal;"03935264, 19713274";0,274;Q3;36;37;92;827;56;78;0,74;22,35;Italy;"CIC Edizioni Internazionali s.r.l.";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3); Neuroscience (miscellaneous) (Q3)"
167;14224;"Arquivos de Neuro-Psiquiatria";journal;"0004282";0,272;Q3;42;221;635;4804;411;624;0,59;21,74;Brazil;"Associacao Arquivos de Neuro-Psiquiatria Dr. Oswaldo Lange";"Biological Psychiatry (Q3); Neurology (clinical) (Q3)"
168;17973;"Neuromodulation";journal;"15251403, 10947159";0,264;Q3;48;42;111;783;74;97;0,81;18,64;United Kingdom;"Blackwell Publishing Inc.";"Anesthesiology and Pain Medicine (Q2); Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3); Neurology (Q4)"
169;19307;"Revue Neurologique";journal;"00353787";0,252;Q3;39;186;678;4891;416;636;0,59;26,30;France;"Elsevier Masson";"Neurology (clinical) (Q3); Neurology (Q4)"
170;17438;"Der Nervenarzt";journal;"14330407, 00282804";0,249;Q3;40;167;547;5272;458;489;0,89;31,57;Germany;"Springer Verlag";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3); Psychiatry and Mental Health (Q3); Neurology (Q4)"
171;15628;"Folia Neuropathologica";journal;"16414640";0,244;Q3;30;42;130;1902;75;129;0,48;45,29;Poland;"Termedia Publishing House Ltd.";"Neurology (clinical) (Q3); Pathology and Forensic Medicine (Q3)"
172;17969;"Neurology India";journal;"00283886, 19984022";0,240;Q3;40;153;515;2632;249;382;0,56;17,20;India;"Medknow Publications";"Neurology (clinical) (Q3); Neurology (Q4)"
173;15633;"Fortschritte der Neurologie Psychiatrie";journal;"07204299, 14393522";0,235;Q3;29;96;244;4525;206;207;1,04;47,14;Germany;"Georg Thieme Verlag";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3); Psychiatry and Mental Health (Q3); Neurology (Q4)"
174;18844;"Schmerz";journal;"14322129, 0932433";0,231;Q3;36;62;213;1519;147;185;0,66;24,50;Germany;"Springer Verlag";"Anesthesiology and Pain Medicine (Q2); Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3)"
175;16187;"International MS Journal";journal;"14693410, 13528963";0,228;Q3;23;22;61;513;31;54;0,70;23,32;United Kingdom;"Cambridge Medical Publications";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3); Neurology (Q4)"
176;17488;"Neurocirugia";journal;"11301473";0,226;Q3;18;65;195;1803;66;157;0,28;27,74;Spain;"Sociedad Espanola de Neurocirugia";"Neurology (clinical) (Q3); Surgery (Q3)"
177;16819;"Journal of the History of the Neurosciences";journal;"0964704";0,226;Q3;22;33;117;714;36;106;0,25;21,64;United Kingdom;"Taylor & Francis";"History and Philosophy of Science (Q2); Neurology (clinical) (Q3); Neuroscience (miscellaneous) (Q3)"
178;17193;"Interventional Neuroradiology";journal;"11239344";0,218;Q3;29;86;258;1184;58;227;0,14;13,77;Italy;"Centauro SRL";"Cardiology and Cardiovascular Medicine (Q3); Neurology (clinical) (Q3); Radiology, Nuclear Medicine and Imaging (Q3)"
179;21935;"Pain Clinic";journal;"01691112";0,209;Q3;18;68;219;1291;53;218;0,22;18,99;United Kingdom;"Maney Publishing";"Anesthesiology and Pain Medicine (Q2); Neurology (clinical) (Q3)"
180;144726;"Reviews in Neurological Diseases";journal;"15452913";0,206;Q3;19;40;38;914;11;36;0,31;22,85;United States;"MedReviews";"Neurology (clinical) (Q3); Neurology (Q4)"
181;19700180838;"Blue Books of Practical Neurology";book series;"18773419";0,205;Q3;6;0;80;0;14;72;0,19;0,00;Netherlands;"Elsevier BV";"Neurology (clinical) (Q3); Neurology (Q4)"
182;21370;"Expert Review of Neurotherapeutics";journal;"14737175";0,202;Q3;63;96;293;5921;149;276;0,58;61,68;United Kingdom;"Taylor & Francis";"Neurology (clinical) (Q3); Pharmacology (medical) (Q3); Neuroscience (miscellaneous) (Q4)"
183;17520;"Neurologia";journal;"02134853, 15781968";0,201;Q3;29;95;342;2144;125;273;0,42;22,57;Spain;"Ediciones Doyma S.A.";"Medicine (miscellaneous) (Q3); Neurology (clinical) (Q3)"
184;19269;"Revista de Neurologia";journal;"02100010";0,197;Q3;36;341;1454;9046;626;1384;0,45;26,53;Spain;"Viguera Editores";"Medicine (miscellaneous) (Q3); Neurology (clinical) (Q3)"
185;18619;"Practical Neurology";journal;"14747758, 14747766";0,197;Q3;34;62;200;1164;36;122;0,29;18,77;United Kingdom;"BMJ Publishing Group";"Medicine (miscellaneous) (Q3); Neurology (clinical) (Q3)"
186;17478;"Topics in Spinal Cord Injury Rehabilitation";journal;"10820744";0,190;Q3;26;32;100;980;26;88;0,22;30,63;United States;"Thomas Land Publishers Inc.";"Neurology (clinical) (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Rehabilitation (Q3)"
187;4000148206;"Journal of Neurologic Physical Therapy";journal;"15570584, 15570576";0,188;Q3;40;22;48;1230;27;48;0,10;55,91;United States;"Lippincott Williams & Wilkins Ltd.";"Geriatrics and Gerontology (Q3); Medicine (miscellaneous) (Q3); Neurology (clinical) (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Rehabilitation (Q3)"
188;145668;"Supplements to Clinical neurophysiology";journal;"1567424";0,180;Q3;24;0;246;0;71;241;0,39;0,00;Netherlands;"Elsevier BV";"Neurology (clinical) (Q3); Neuroscience (miscellaneous) (Q4)"
189;14904;"Clinical neurosurgery";journal;"00694827";0,178;Q3;26;52;103;0;26;103;0,14;0,00;United States;"Williams & Wilkins Co.";"Neurology (clinical) (Q3); Surgery (Q3)"
190;21775;"Neurological Surgery";journal;"03012603";0,175;Q3;19;121;431;2186;92;408;0,20;18,07;Japan;"Igaku-Shoin Ltd.";"Medicine (miscellaneous) (Q3); Neurology (clinical) (Q3); Surgery (Q3)"
191;16714;"Journal of Headache and Pain";journal;"11292377, 11292369";0,172;Q3;48;109;129;1675;43;109;0,35;15,37;Germany;"Springer Verlag";"Anesthesiology and Pain Medicine (Q2); Medicine (miscellaneous) (Q3); Neurology (clinical) (Q3)"
192;21777;"Neurosurgery Quarterly";journal;"10506438, 15344916";0,172;Q3;16;38;90;1320;28;89;0,22;34,74;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q3); Surgery (Q3)"
193;5000158601;"Journal of Pediatric Neurology";journal;"13042580";0,168;Q3;14;58;68;1107;20;65;0,31;19,09;Germany;"Georg Thieme Verlag";"Neurology (clinical) (Q3); Pediatrics, Perinatology and Child Health (Q3)"
194;15873;"Journal of Clinical Neuromuscular Disease";journal;"15220443";0,164;Q3;21;35;93;588;24;87;0,28;16,80;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q3); Neurology (clinical) (Q3); Neurology (Q4)"
195;78212;"Operative Techniques in Neurosurgery";journal;"1092440";0,159;Q3;12;37;95;520;12;85;0,09;14,05;United Kingdom;"W. B. Saunders Co., Ltd.";"Neurology (clinical) (Q3); Surgery (Q3)"
196;23426;"Equilibrium Research";journal;"03855716";0,159;Q3;11;45;140;982;22;140;0,15;21,82;Japan;"Nihon Heiko Shinkeika Gakkai/Japan Society for Equilibrium Research";"Neurology (clinical) (Q3); Otorhinolaryngology (Q3)"
197;28657;"Bolest";journal;"12120634, 12126861";0,157;Q3;5;31;102;621;10;85;0,11;20,03;Czech Republic;"TIGIS Spol. s.r.o.";"Anesthesiology and Pain Medicine (Q3); Neurology (clinical) (Q3)"
198;19313;"Clinical Neurology";journal;"0009918";0,157;Q4;18;165;503;2012;93;489;0,16;12,19;Japan;"Japanese Society of Neurology/Nihon Shinkei Gakkai";"Neurology (clinical) (Q4)"
199;17946;"Neurologie und Rehabilitation";journal;"09472177";0,154;Q4;12;50;105;834;23;101;0,32;16,68;Germany;"Kagerer Kommunikation";"Rehabilitation (Q3); Neurology (clinical) (Q4)"
200;19264;"Revista Chilena de Neuro-Psiquiatria";journal;"00347388";0,154;Q4;11;40;119;849;24;109;0,15;21,23;Chile;"Sociedad Chilena de Neurologia psiquiatria y Neurocirugia";"Psychiatry and Mental Health (Q3); Surgery (Q3); Neurology (clinical) (Q4)"
201;12446;"Deutsche Zeitschrift für Akupunktur";journal;"04156412, 14394359";0,153;Q4;10;53;127;382;12;101;0,10;7,21;Netherlands;"Elsevier BV";"Complementary and Alternative Medicine (Q3); Neurology (clinical) (Q4)"
202;19700180720;"Handbook of Clinical Neurophysiology";book series;"15674231";0,151;Q4;10;61;162;5661;30;159;0,19;92,80;Netherlands;"Elsevier BV";"Neurology (clinical) (Q4); Neuroscience (miscellaneous) (Q4)"
203;19400156832;"Brain Impairment";journal;"14439646";0,150;Q4;16;0;15;0;3;14;0,21;0,00;United Kingdom;"Cambridge University Press";"Neuropsychology and Physiological Psychology (Q3); Behavioral Neuroscience (Q4); Cognitive Neuroscience (Q4); Neurology (Q4); Neurology (clinical) (Q4); Speech and Hearing (Q4)"
204;69291;"Techniques in Neurosurgery";journal;"10772855";0,150;Q4;9;0;83;0;18;70;0,23;0,00;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q4)"
205;18119;"Nuova Rivista di Neurologia";journal;"1122035";0,148;Q4;5;0;44;0;8;44;0,05;0,00;Italy;"II Pensiero Scientifico Editore srl";"Neurology (clinical) (Q4)"
206;21100202751;"The Neurodiagnostic journal";journal;"21646821";0,146;Q4;15;29;55;296;8;40;0,31;10,21;United Kingdom;"Taylor & Francis";"Medical Laboratory Technology (Q3); Neurology (clinical) (Q4)"
207;17970;"Neurology Psychiatry and Brain Research";journal;"09419500";0,146;Q4;14;30;60;1371;12;60;0,20;45,70;Germany;"Elsevier GmbH";"Neurology (clinical) (Q4); Neuroscience (miscellaneous) (Q4); Psychiatry and Mental Health (Q4)"
208;18743;"Psychologie et NeuroPsychiatrie du Vieillissement";journal;"17601703";0,143;Q4;16;47;95;1291;28;94;0,30;27,47;France;"John Libbey Eurotext";"Geriatrics and Gerontology (Q3); Neuropsychology and Physiological Psychology (Q3); Biological Psychiatry (Q4); Neurology (clinical) (Q4)"
209;7200153153;"Journal of Epilepsy and Clinical Neurophysiology";journal;"16762649";0,142;Q4;10;41;85;655;15;77;0,21;15,98;Brazil;"Liga Brasileira de Epilepsia";"Neurology (Q4); Neurology (clinical) (Q4); Physiology (medical) (Q4)"
210;21100829261;"Clinical Neuroradiology";journal;"18691439, 18691447";0,137;Q4;17;24;81;830;17;71;0,20;34,58;Germany;"Springer Verlag";"Radiology, Nuclear Medicine and Imaging (Q3); Neurology (clinical) (Q4)"
211;21100242270;"Journal of Neurological Surgery, Part B: Skull Base";journal;"2193634, 21936331";0,137;Q4;33;43;151;992;15;87;0,16;23,07;United States;"Thieme medical Publishers";"Neurology (clinical) (Q4)"
212;17524;"Neurologia i Neurochirurgia Polska";journal;"00283843";0,135;Q4;21;95;363;2039;71;352;0,17;21,46;Poland;"Polish Neurological Society";"Surgery (Q3); Neurology (clinical) (Q4)"
213;17623;"Aktuelle Neurologie";journal;"14389428, 03024350";0,132;Q4;15;84;267;2892;75;247;0,32;34,43;Germany;"Georg Thieme Verlag";"Neurology (clinical) (Q4)"
214;18099;"No To Hattatsu";journal;"00290831";0,131;Q4;11;81;240;803;26;219;0,11;9,91;Japan;"Japanese Society of Child Neurology";"Medicine (miscellaneous) (Q3); Pediatrics, Perinatology and Child Health (Q3); Neurology (clinical) (Q4)"
215;17551;"Acta Neurologica Taiwanica";journal;"1028768";0,129;Q4;20;37;119;897;14;113;0,11;24,24;Taiwan;"Taiwan Neurological Society";"Medicine (miscellaneous) (Q3); Neurology (Q4); Neurology (clinical) (Q4)"
216;12578;"Douleurs";journal;"16245687";0,128;Q4;8;71;169;844;12;131;0,08;11,89;France;"Elsevier Masson";"Anesthesiology and Pain Medicine (Q3); Neurology (clinical) (Q4)"
217;74053;"Akupunktur";journal;"03403130";0,127;Q4;4;0;81;0;4;72;0,02;0,00;Germany;"Medizinisch Literarische Verlagsgesellschaft mbH";"Neurology (clinical) (Q4)"
218;14861;"Ceska a Slovenska Neurologie a Neurochirurgie";journal;"18024041, 12107859";0,126;Q4;11;70;180;1602;25;179;0,17;22,89;Czech Republic;"Nakladatelske Stredisko CLSJE Purkyne";"Neurology (clinical) (Q4); Surgery (Q4)"
219;16852;"Klinische Neurophysiologie";journal;"14340275, 14394081";0,125;Q4;7;31;82;957;9;72;0,05;30,87;Germany;"Georg Thieme Verlag";"Neurology (clinical) (Q4); Physiology (medical) (Q4)"
220;17439;"Nervenheilkunde";journal;"07221541";0,125;Q4;16;159;414;4004;92;354;0,30;25,18;Germany;"Schattauer GmbH";"Family Practice (Q3); Neurology (clinical) (Q4)"
221;17459;"Neuro-Ophthalmology";journal;"01658107";0,123;Q4;20;37;60;520;9;60;0,00;14,05;United Kingdom;"Taylor & Francis";"Neurology (clinical) (Q4); Ophthalmology (Q4)"
222;9500153993;"Neuroradiology Journal";journal;"19714009, 23851996";0,122;Q4;16;98;478;1890;32;471;0,05;19,29;Italy;"SAGE Publications Inc.";"Medicine (miscellaneous) (Q3); Neurology (clinical) (Q4); Radiology, Nuclear Medicine and Imaging (Q4)"
223;40483;"Ideggyogyaszati Szemle";journal;"00191442";0,121;Q4;12;44;119;1102;16;118;0,16;25,05;Hungary;"Kiadja Es Terjeszti A Literatura Medica";"Neurology (Q4); Neurology (clinical) (Q4)"
224;19356;"Schweizer Archiv für Neurologie und Psychiatrie";journal;"02587661";0,120;Q4;11;56;176;1763;19;157;0,13;31,48;Switzerland;"Schwabe and Co. AG";"Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4)"
225;18057;"Neurosciences";journal;"13196138";0,119;Q4;14;77;212;1362;7;193;0,05;17,69;Saudi Arabia;"Saudi Arabian Armed Forces Hospital";"Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4)"
226;19700180775;"NeuroImmune Biology";book series;"15677443";0,118;Q4;9;48;53;4434;16;46;0,52;92,38;Netherlands;"Elsevier BV";"Immunology (Q4); Neurology (Q4); Neurology (clinical) (Q4)"
227;15512;"Epilepsies";journal;"11496576";0,115;Q4;7;50;146;759;9;136;0,07;15,18;France;"John Libbey Eurotext";"Neurology (Q4); Neurology (clinical) (Q4)"
