Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2010);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Categories
112;16747;"Journal of Neuroimaging";journal;"10512284";0,809;Q2;56;82;248;1648;384;231;1,22;20,10;United States;"Wiley-Blackwell";"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q2); Radiology, Nuclear Medicine and Imaging (Q2)"
113;19386;"Seminars in Pediatric Neurology";journal;"10719091";0,805;Q2;51;63;103;1902;228;83;2,61;30,19;United Kingdom;"W. B. Saunders Co., Ltd.";"Pediatrics, Perinatology and Child Health (Q1); Neurology (clinical) (Q2)"
114;19380;"Seizure : the journal of the British Epilepsy Association";journal;"10591311";0,765;Q2;74;136;377;3801;770;349;1,99;27,95;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q2); Neurology (Q2); Neurology (clinical) (Q2)"
115;145172;"Behavioral Sleep Medicine";journal;"15402002, 15402010";0,748;Q2;38;22;56;749;139;54;1,69;34,05;United States;"Lawrence Erlbaum Associates Inc.";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Psychology (miscellaneous) (Q2); Neuroscience (miscellaneous) (Q3)"
116;15741;"Pediatric Neurology";journal;"08878994";0,733;Q2;81;202;591;4277;1147;543;1,94;21,17;Netherlands;"Elsevier BV";"Neurology (Q2); Neurology (clinical) (Q2); Pediatrics, Perinatology and Child Health (Q2); Developmental Neuroscience (Q3)"
117;21100229200;"Frontiers in Evolutionary Neuroscience";journal;"1663070";0,729;Q2;16;5;4;181;8;3;2,67;36,20;Switzerland;"Frontiers Media S.A.";"Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q3)"
118;17997;"Neurophysiologie Clinique";journal;"09877053";0,728;Q2;54;21;123;679;239;104;2,42;32,33;Netherlands;"Elsevier Masson";"Medicine (miscellaneous) (Q2); Neurology (Q2); Neurology (clinical) (Q2); Physiology (medical) (Q2)"
119;18712;"Psychiatry and Clinical Neurosciences";journal;"14401819, 13231316";0,725;Q2;62;121;419;3157;676;317;2,03;26,09;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q2); Neurology (Q2); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2); Neuroscience (miscellaneous) (Q3)"
120;19831;"Sleep and Breathing";journal;"15209512, 15221709";0,715;Q2;53;63;166;1715;375;150;2,16;27,22;Germany;"Springer Verlag";"Neurology (clinical) (Q2); Otorhinolaryngology (Q2)"
121;21911;"Journal of Neurosurgical Anesthesiology";journal;"08984921";0,714;Q2;55;68;169;1521;283;112;2,57;22,37;United States;"Lippincott Williams & Wilkins Ltd.";"Anesthesiology and Pain Medicine (Q1); Surgery (Q1); Neurology (clinical) (Q2)"
122;23884;"Journal of Stroke and Cerebrovascular Diseases";journal;"15328511, 10523057";0,698;Q2;46;88;230;2264;395;223;1,67;25,73;United Kingdom;"W. B. Saunders Co., Ltd.";"Rehabilitation (Q1); Cardiology and Cardiovascular Medicine (Q2); Neurology (clinical) (Q2); Surgery (Q2)"
123;16187;"International MS Journal";journal;"14693410, 13528963";0,698;Q2;23;6;63;222;120;57;2,61;37,00;United Kingdom;"Cambridge Medical Publications";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Neurology (Q3)"
124;20412;"Acta Neurochirurgica";journal;"09420940, 00016268";0,693;Q2;81;499;971;8230;969;602;1,47;16,49;Germany;"Springer Verlag";"Neurology (clinical) (Q2); Surgery (Q2)"
125;14183;"Aphasiology";journal;"14645041, 02687038";0,692;Q2;57;93;225;3879;287;216;1,14;41,71;United Kingdom;"Taylor & Francis";"Language and Linguistics (Q1); Linguistics and Language (Q1); LPN and LVN (Q1); Developmental and Educational Psychology (Q2); Neurology (clinical) (Q2); Otorhinolaryngology (Q2); Neurology (Q3)"
126;17980;"Neuropathology";journal;"14401789, 09196544";0,684;Q2;52;84;270;2481;543;264;1,81;29,54;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Pathology and Forensic Medicine (Q2)"
127;19400158590;"Journal of Neurodevelopmental Disorders";journal;"18661955, 18661947";0,684;Q2;32;22;30;1150;37;28;1,32;52,27;United Kingdom;"BioMed Central";"Neurology (clinical) (Q2); Pathology and Forensic Medicine (Q2); Pediatrics, Perinatology and Child Health (Q2); Cognitive Neuroscience (Q3)"
128;19700171401;"World Neurosurgery";journal;"18788750";0,682;Q2;82;329;1484;6134;1222;790;1,34;18,64;Netherlands;"Elsevier BV";"Neurology (clinical) (Q2); Surgery (Q2)"
129;14895;"Clinical Neurology and Neurosurgery";journal;"03038467";0,679;Q2;61;198;615;5513;1050;566;1,91;27,84;Netherlands;"Elsevier BV";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Surgery (Q2)"
130;17306;"Neuroimaging Clinics of North America";journal;"10525149";0,679;Q2;50;56;153;3240;254;120;1,96;57,86;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Radiology, Nuclear Medicine and Imaging (Q2)"
131;14874;"Child's Nervous System";journal;"14330350, 02567040";0,677;Q2;72;269;742;6839;1092;652;1,46;25,42;Germany;"Springer Verlag";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Pediatrics, Perinatology and Child Health (Q2)"
132;14287;"Behavioural Neurology";journal;"09534180";0,675;Q2;39;43;116;1049;171;112;1,59;24,40;Netherlands;"Hindawi Publishing Corporation";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Neurology (Q3); Neuropsychology and Physiological Psychology (Q3)"
133;16674;"Journal of Child Neurology";journal;"08830738";0,673;Q2;93;270;775;6628;1497;703;1,94;24,55;United States;"SAGE Publications";"Neurology (clinical) (Q2); Pediatrics, Perinatology and Child Health (Q2)"
134;17940;"Neurological Research";journal;"01616412";0,672;Q2;70;201;507;6023;888;493;1,77;29,97;United Kingdom;"Maney Publishing";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Neurology (Q3)"
135;14255;"Autonomic Neuroscience: Basic and Clinical";journal;"15660702";0,671;Q2;73;140;312;5831;586;302;1,80;41,65;Netherlands;"Elsevier BV";"Neurology (clinical) (Q2); Endocrine and Autonomic Systems (Q3); Cellular and Molecular Neuroscience (Q4)"
136;145007;"Clinical EEG and Neuroscience";journal;"15500594";0,667;Q2;44;36;114;1346;185;105;1,93;37,39;United States;"SAGE Publications Inc.";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Neurology (Q3)"
137;15575;"European Neurology";journal;"00143022, 14219913";0,667;Q2;69;140;403;3493;621;307;1,89;24,95;Switzerland;"S. Karger AG";"Neurology (clinical) (Q2); Neurology (Q3)"
138;31458;"Acupuncture in Medicine";journal;"09645284";0,663;Q2;39;57;130;1028;200;94;1,84;18,04;United Kingdom;"BMJ Publishing Group";"Complementary and Alternative Medicine (Q1); Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2)"
139;17468;"Neurocase";journal;"13554794, 14653656";0,661;Q2;58;52;152;2324;210;151;1,14;44,69;United Kingdom;"Taylor & Francis";"Arts and Humanities (miscellaneous) (Q2); Neurology (clinical) (Q2)"
140;15013;"Current Treatment Options in Neurology";journal;"10928480, 15343138";0,649;Q2;34;47;137;2190;264;137;2,18;46,60;United States;"Current Science Inc.";"Neurology (clinical) (Q2)"
141;16868;"Motor Control";journal;"15432696, 10871640";0,648;Q2;40;41;72;1398;139;70;1,45;34,10;United States;"Human Kinetics Publishers, Inc.";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Neurology (clinical) (Q2); Sports Science (Q2); Physiology (medical) (Q3)"
142;18019;"NeuroRehabilitation";journal;"10538135";0,646;Q2;53;91;199;3461;374;184;1,52;38,03;Netherlands;"IOS Press";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1); Neurology (clinical) (Q2)"
143;20602;"Clinical Neuropharmacology";journal;"03625664";0,634;Q2;72;78;217;1991;486;184;2,07;25,53;United States;"Lippincott Williams & Wilkins Ltd.";"Neurology (clinical) (Q2); Pharmacology (Q2); Pharmacology (medical) (Q2)"
144;15599;"Neuropediatrics";journal;"14391899, 0174304";0,629;Q2;63;51;195;1179;265;181;1,28;23,12;Germany;"Georg Thieme Verlag";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Pediatrics, Perinatology and Child Health (Q2)"
145;11200153402;"Journal of Neurosurgery: Pediatrics";journal;"19330715, 19330707";0,622;Q2;48;247;454;5428;600;359;1,67;21,98;United States;"American Association of Neurological Surgeons";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Pediatrics, Perinatology and Child Health (Q2); Surgery (Q2)"
146;21776;"Neurosurgery Clinics of North America";journal;"10423680";0,621;Q2;52;60;159;4664;249;145;1,26;77,73;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Surgery (Q2)"
147;16737;"Journal of Neural Transmission, Supplement";journal;"03036995";0,617;Q2;63;0;72;0;134;69;0,50;0,00;Germany;"Springer Verlag";"Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2); Biological Psychiatry (Q3); Neurology (Q3)"
148;16675;"Journal of Clinical Neurophysiology";journal;"07360258";0,614;Q2;91;76;201;2337;322;190;1,45;30,75;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Neurology (Q3); Physiology (Q3); Physiology (medical) (Q3)"
149;18619;"Practical Neurology";journal;"14747758, 14747766";0,610;Q2;34;75;215;768;256;151;1,40;10,24;United Kingdom;"BMJ Publishing Group";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2)"
150;16683;"Journal of Clinical Neuroscience";journal;"09675868";0,609;Q2;66;480;1046;9061;1505;982;1,40;18,88;United States;"Churchill Livingstone";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Neurology (Q3); Physiology (medical) (Q3)"
151;17227;"Journal of Neuroradiology";journal;"01509861";0,603;Q2;35;49;157;1028;170;115;1,32;20,98;France;"Elsevier Masson";"Neurology (clinical) (Q2); Radiological and Ultrasound Technology (Q2); Radiology, Nuclear Medicine and Imaging (Q2)"
152;20653;"Topics in Stroke Rehabilitation";journal;"10749357";0,597;Q2;50;57;186;1958;270;166;1,41;34,35;United Kingdom;"Taylor & Francis";"Community and Home Care (Q1); Rehabilitation (Q1); Neurology (clinical) (Q2)"
153;20529;"British Journal of Neurosurgery";journal;"1360046, 02688697";0,596;Q2;57;155;405;2241;468;353;1,08;14,46;United Kingdom;"Taylor & Francis";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Surgery (Q2)"
154;26169;"Journal of Orofacial Pain";journal;"10646655";0,595;Q2;59;3;76;0;143;61;2,06;0,00;United States;"Quintessence Publishing Company";"Anesthesiology and Pain Medicine (Q2); Dentistry (miscellaneous) (Q2); Neurology (clinical) (Q2)"
155;15518;"Epileptic Disorders";journal;"12949361";0,578;Q2;47;58;214;1195;259;170;1,79;20,60;United States;"Wiley-Blackwell";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Neurology (Q3)"
156;17942;"Neurological Sciences";journal;"15903478, 15901874";0,571;Q2;60;226;464;4947;747;432;1,58;21,89;Germany;"Springer Verlag";"Dermatology (Q2); Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
157;10600153347;"Brain Imaging and Behavior";journal;"19317557, 19317565";0,526;Q3;34;25;81;1325;96;80;1,11;53,00;United States;"Springer New York LLC";"Psychiatry and Mental Health (Q2); Radiology, Nuclear Medicine and Imaging (Q2); Behavioral Neuroscience (Q3); Cognitive Neuroscience (Q3); Neurology (Q3); Neurology (clinical) (Q3); Cellular and Molecular Neuroscience (Q4)"
158;28755;"Brain Tumor Pathology";journal;"14337398";0,525;Q3;32;20;46;393;74;46;1,45;19,65;Germany;"Springer Verlag";"Medicine (miscellaneous) (Q2); Cancer Research (Q3); Neurology (clinical) (Q3); Oncology (Q3)"
159;14836;"Canadian Journal of Neurological Sciences";journal;"03171671";0,514;Q3;59;194;444;4281;492;387;1,19;22,07;United Kingdom;"Cambridge University Press";"Medicine (miscellaneous) (Q2); Neurology (Q3); Neurology (clinical) (Q3)"
160;17376;"Minimally Invasive Neurosurgery";journal;"09467211, 14392291";0,511;Q3;45;62;222;1248;255;216;1,09;20,13;Germany;"Georg Thieme Verlag";"Medicine (miscellaneous) (Q2); Surgery (Q2); Neurology (clinical) (Q3)"
161;6100152801;"Journal of LGBT Health Research";journal;"15574091, 15574105";0,509;Q3;17;0;52;0;48;48;0,83;0,00;United States;"Haworth Press Inc.";"Neurology (clinical) (Q3)"
162;15664;"Functional Neurology";journal;"03935264, 19713274";0,509;Q3;36;33;102;1343;132;84;1,51;40,70;Italy;"CIC Edizioni Internazionali s.r.l.";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3); Neuroscience (miscellaneous) (Q3)"
163;29306;"Clinical Autonomic Research";journal;"09599851, 16191560";0,508;Q3;52;47;159;1112;192;137;1,41;23,66;Germany;"Dr. Dietrich Steinkopff Verlag";"Medicine (miscellaneous) (Q2); Endocrine and Autonomic Systems (Q3); Neurology (clinical) (Q3)"
164;21100242270;"Journal of Neurological Surgery, Part B: Skull Base";journal;"2193634, 21936331";0,493;Q3;33;82;191;1710;181;154;1,04;20,85;United States;"Thieme medical Publishers";"Neurology (clinical) (Q3)"
165;21100216323;"Journal of Neurological Surgery. Part A: Central European Neurosurgery";journal;"21936315, 21936323";0,487;Q3;27;57;125;1390;117;118;0,86;24,39;Germany;"Thieme";"Medicine (miscellaneous) (Q2); Surgery (Q2); Neurology (clinical) (Q3)"
166;14995;"Current Pain and Headache Reports";journal;"15343081, 15313433";0,479;Q3;51;70;220;3183;400;216;1,79;45,47;United States;"Current Science Inc.";"Anesthesiology and Pain Medicine (Q2); Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3)"
167;18634;"Progress in Neurological Surgery";journal;"00796492";0,463;Q3;20;0;104;0;118;95;1,28;0,00;Switzerland;"S. Karger AG";"Medicine (miscellaneous) (Q2); Surgery (Q2); Neurology (clinical) (Q3)"
168;6400153146;"Head and Face Medicine";journal;"1746160";0,456;Q3;29;31;100;1012;134;97;1,51;32,65;United Kingdom;"BioMed Central";"Dentistry (miscellaneous) (Q2); Medicine (miscellaneous) (Q2); Otorhinolaryngology (Q2); Neurology (clinical) (Q3)"
169;5400152651;"Frontiers of neurology and neuroscience";journal;"16604431";0,456;Q3;22;38;93;1180;109;90;1,29;31,05;Switzerland;"Karger";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3); Neuroscience (miscellaneous) (Q3)"
170;19700177306;"International Journal of Alzheimer's Disease";journal;"20908024, 20900252";0,454;Q3;37;53;1;3295;3;1;3,00;62,17;Egypt;"Hindawi Publishing Corporation";"Aging (Q3); Behavioral Neuroscience (Q3); Neurology (Q3); Neurology (clinical) (Q3); Cellular and Molecular Neuroscience (Q4); Cognitive Neuroscience (Q4)"
171;14899;"Clinical Neuropathology";journal;"07225091";0,451;Q3;39;61;145;1532;167;134;1,23;25,11;Germany;"Dustri-Verlag Dr. Karl Feistle";"Medicine (miscellaneous) (Q2); Pathology and Forensic Medicine (Q2); Neurology (Q3); Neurology (clinical) (Q3)"
172;17973;"Neuromodulation";journal;"15251403, 10947159";0,451;Q3;48;134;267;1467;182;147;1,25;10,95;United Kingdom;"Blackwell Publishing Inc.";"Anesthesiology and Pain Medicine (Q2); Medicine (miscellaneous) (Q2); Neurology (Q3); Neurology (clinical) (Q3)"
173;21100213700;"Journal of Clinical Neurology";journal;"20055013, 17386586";0,450;Q3;31;34;64;1382;86;62;1,39;40,65;South Korea;"Korean Neurological Association";"Neurology (Q3); Neurology (clinical) (Q3)"
174;5700155920;"Focus on Autism and Other Developmental Disabilities";journal;"15384829, 10883576";0,449;Q3;51;22;75;944;90;75;1,23;42,91;United States;"SAGE Publications Inc.";"Pediatrics, Perinatology and Child Health (Q2); Psychiatry and Mental Health (Q2); Neurology (Q3); Neurology (clinical) (Q3); Cognitive Neuroscience (Q4)"
175;23481;"Journal of Vestibular Research: Equilibrium and Orientation";journal;"09574271";0,437;Q3;46;26;86;850;111;84;0,88;32,69;Netherlands;"IOS Press";"Otorhinolaryngology (Q2); Neurology (clinical) (Q3); Neuroscience (miscellaneous) (Q3); Sensory Systems (Q4)"
176;15480;"Electromyography and Clinical Neurophysiology";journal;"0301150";0,423;Q3;31;41;135;1191;105;135;0,66;29,05;Belgium;"Editions Nauwelaerts SA";"Neurology (clinical) (Q3); Physiology (medical) (Q3); Physiology (Q4)"
177;21707;"Journal of Neurosurgical Sciences";journal;"03905616";0,417;Q3;33;26;109;617;69;78;0,68;23,73;Italy;"Edizioni Minerva Medica";"Surgery (Q2); Neurology (clinical) (Q3)"
178;17492;"Neuroendocrinology Letters";journal;"0172780";0,412;Q3;57;163;572;5447;794;551;1,62;33,42;Sweden;"Maghira and Maas Publications";"Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2); Endocrinology (Q3); Endocrinology, Diabetes and Metabolism (Q3); Neurology (Q3); Neurology (clinical) (Q3); Endocrine and Autonomic Systems (Q4)"
179;15628;"Folia Neuropathologica";journal;"16414640";0,412;Q3;30;36;109;1351;131;107;1,44;37,53;Poland;"Termedia Publishing House Ltd.";"Neurology (clinical) (Q3); Pathology and Forensic Medicine (Q3)"
180;18576;"Pediatric Neurosurgery";journal;"10162291, 14230305";0,411;Q3;67;68;274;1152;324;258;1,01;16,94;Switzerland;"S. Karger AG";"Medicine (miscellaneous) (Q2); Pediatrics, Perinatology and Child Health (Q2); Surgery (Q2); Neurology (clinical) (Q3)"
181;14484;"Journal of Neuro-Ophthalmology";journal;"10708022, 15365166";0,408;Q3;47;95;245;1865;262;172;1,26;19,63;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q2); Ophthalmology (Q2); Neurology (clinical) (Q3)"
182;17525;"Neurologia Medico-Chirurgica";journal;"13498029, 04708105";0,407;Q3;43;310;629;5461;385;387;0,81;17,62;Japan;"Japan Neurosurgical Society/Nihon No Shinkei Geka Gakkai";"Surgery (Q2); Neurology (clinical) (Q3)"
183;17541;"Acta Neurochirurgica, Supplement";journal;"00651419";0,398;Q3;62;31;517;636;515;508;0,80;20,52;Germany;"Springer Verlag";"Surgery (Q2); Neurology (clinical) (Q3)"
184;15873;"Journal of Clinical Neuromuscular Disease";journal;"15220443";0,388;Q3;21;34;94;797;103;86;1,27;23,44;United States;"Lippincott Williams & Wilkins Ltd.";"Medicine (miscellaneous) (Q2); Neurology (Q3); Neurology (clinical) (Q3)"
185;12100154808;"Journal of Korean Neurosurgical Society";journal;"12258245";0,362;Q3;26;209;298;4150;214;295;0,73;19,86;South Korea;"Daehan sin'gyeong oe'gwa haghoe";"Surgery (Q2); Neurology (clinical) (Q3); Neuroscience (miscellaneous) (Q3)"
186;18844;"Schmerz";journal;"14322129, 0932433";0,350;Q3;36;81;240;2136;240;189;1,37;26,37;Germany;"Springer Verlag";"Anesthesiology and Pain Medicine (Q2); Medicine (miscellaneous) (Q2); Neurology (clinical) (Q3)"
187;5900153302;"Future Neurology";journal;"14796708, 17486971";0,345;Q3;27;78;216;6121;130;172;0,89;78,47;United Kingdom;"Future Medicine Ltd.";"Neurology (Q3); Neurology (clinical) (Q3)"
188;19700174913;"Therapeutic Advances in Neurological Disorders";journal;"17562856, 17562864";0,339;Q3;35;35;52;2179;41;44;0,93;62,26;United Kingdom;"SAGE Publications";"Neurology (Q3); Neurology (clinical) (Q3); Pharmacology (Q3)"
189;17500155127;"Sleep Medicine Clinics";journal;"1556407";0,326;Q3;26;59;180;4268;190;155;0,91;72,34;Netherlands;"Elsevier BV";"Psychiatry and Mental Health (Q2); Clinical Psychology (Q3); Medicine (miscellaneous) (Q3); Neurology (clinical) (Q3); Neuropsychology and Physiological Psychology (Q3)"
190;28222;"Journal of Neuroscience Nursing";journal;"08880395";0,321;Q3;37;64;175;1785;152;151;0,89;27,89;United States;"Lippincott Williams & Wilkins Ltd.";"Medical and Surgical Nursing (Q1); Neurology (clinical) (Q3); Surgery (Q3); Endocrine and Autonomic Systems (Q4)"
191;144726;"Reviews in Neurological Diseases";journal;"15452913";0,316;Q3;19;29;111;835;62;85;0,80;28,79;United States;"MedReviews";"Neurology (Q3); Neurology (clinical) (Q3)"
192;17969;"Neurology India";journal;"00283886, 19984022";0,314;Q3;40;288;510;4497;386;314;1,01;15,61;India;"Medknow Publications";"Neurology (Q3); Neurology (clinical) (Q3)"
193;17478;"Topics in Spinal Cord Injury Rehabilitation";journal;"10820744";0,305;Q3;26;30;101;1026;38;91;0,32;34,20;United States;"Thomas Land Publishers Inc.";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Rehabilitation (Q2); Neurology (clinical) (Q3)"
194;15800154701;"PM and R";journal;"19341482";0,302;Q3;47;193;191;6802;151;140;1,08;35,24;United States;"Elsevier";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Rehabilitation (Q2); Medicine (miscellaneous) (Q3); Neurology (Q3); Neurology (clinical) (Q3); Sports Science (Q3)"
195;62420;"Turkish Neurosurgery";journal;"10195149";0,299;Q3;20;95;225;2341;150;223;0,63;24,64;Turkey;"Turkish Neurosurgical Society";"Neurology (clinical) (Q3); Surgery (Q3)"
196;17700155012;"Handbook of Clinical Neurology";book series;"00729752";0,284;Q3;35;90;457;7652;207;435;0,45;85,02;United States;"Elsevier Science Inc.";"Medicine (miscellaneous) (Q3); Neurology (Q3); Neurology (clinical) (Q3)"
197;14224;"Arquivos de Neuro-Psiquiatria";journal;"0004282";0,283;Q3;42;207;757;4617;557;687;0,72;22,30;Brazil;"Associacao Arquivos de Neuro-Psiquiatria Dr. Oswaldo Lange";"Biological Psychiatry (Q3); Neurology (clinical) (Q3)"
198;14959;"Critical Reviews in Neurobiology";journal;"08920915";0,281;Q3;57;0;6;0;5;6;0,00;0,00;United States;"Begell House";"Neurology (clinical) (Q3); Neuroscience (miscellaneous) (Q3); Physiology (medical) (Q3); Physiology (Q4)"
199;14904;"Clinical neurosurgery";journal;"00694827";0,278;Q3;26;26;85;871;59;85;0,42;33,50;United States;"Williams & Wilkins Co.";"Neurology (clinical) (Q3); Surgery (Q3)"
200;21100829261;"Clinical Neuroradiology";journal;"18691439, 18691447";0,266;Q3;17;43;102;717;48;86;0,56;16,67;Germany;"Springer Verlag";"Neurology (clinical) (Q3); Radiology, Nuclear Medicine and Imaging (Q3)"
201;17488;"Neurocirugia";journal;"11301473";0,258;Q3;18;62;190;1245;95;152;0,61;20,08;Spain;"Sociedad Espanola de Neurocirugia";"Neurology (clinical) (Q3); Surgery (Q3)"
202;19269;"Revista de Neurologia";journal;"02100010";0,250;Q3;36;343;1108;10303;819;782;1,16;30,04;Spain;"Viguera Editores";"Medicine (miscellaneous) (Q3); Neurology (clinical) (Q3)"
203;12446;"Deutsche Zeitschrift für Akupunktur";journal;"04156412, 14394359";0,246;Q3;10;82;215;638;39;134;0,37;7,78;Netherlands;"Elsevier BV";"Complementary and Alternative Medicine (Q2); Neurology (clinical) (Q3)"
204;19307;"Revue Neurologique";journal;"00353787";0,243;Q3;39;158;641;4976;373;577;0,64;31,49;France;"Elsevier Masson";"Neurology (Q3); Neurology (clinical) (Q3)"
205;17438;"Der Nervenarzt";journal;"14330407, 00282804";0,238;Q3;40;160;526;5713;371;468;0,85;35,71;Germany;"Springer Verlag";"Medicine (miscellaneous) (Q3); Neurology (Q3); Neurology (clinical) (Q3); Psychiatry and Mental Health (Q3)"
206;17546;"Acta Neurologica Belgica";journal;"03009009";0,230;Q3;30;82;134;1523;69;126;0,47;18,57;Belgium;"Springer-Verlag Italia";"Medicine (miscellaneous) (Q3); Neurology (clinical) (Q3)"
207;19400156832;"Brain Impairment";journal;"14439646";0,230;Q3;16;21;44;888;28;41;0,68;42,29;United Kingdom;"Cambridge University Press";"Neurology (Q3); Neurology (clinical) (Q3); Neuropsychology and Physiological Psychology (Q3); Behavioral Neuroscience (Q4); Cognitive Neuroscience (Q4); Speech and Hearing (Q4)"
208;19700201513;"Journal of NeuroInterventional Surgery";journal;"17598486, 17598478";0,226;Q3;32;80;36;976;24;30;0,80;12,20;United Kingdom;"BMJ Publishing Group";"Medicine (miscellaneous) (Q3); Neurology (clinical) (Q3); Surgery (Q3)"
209;21772;"Neurochirurgie";journal;"00283770";0,225;Q3;26;83;296;2488;152;285;0,52;29,98;France;"Elsevier Masson";"Neurology (clinical) (Q3); Surgery (Q3)"
210;5800179587;"Journal of Brachial Plexus and Peripheral Nerve Injury";journal;"17497221";0,222;Q3;17;18;72;594;53;67;0,78;33,00;United Kingdom;"BioMed Central";"Neurology (Q3); Neurology (clinical) (Q3)"
211;19900191908;"Innovations in Clinical Neuroscience";journal;"21588333, 21588341";0,221;Q3;22;99;83;1643;58;71;0,82;16,60;United States;"Matrix Medical Communications";"Neurology (clinical) (Q3); Psychiatry and Mental Health (Q3)"
212;15633;"Fortschritte der Neurologie Psychiatrie";journal;"07204299, 14393522";0,216;Q3;29;99;423;4138;199;240;0,84;41,80;Germany;"Georg Thieme Verlag";"Medicine (miscellaneous) (Q3); Neurology (clinical) (Q3); Psychiatry and Mental Health (Q3); Neurology (Q4)"
213;19700183500;"Neurology, Neurophysiology and Neuroscience";journal;"19331266";0,205;Q3;4;0;5;0;6;5;0,00;0,00;United States;"Neuroscience Publications";"Medicine (miscellaneous) (Q3); Neurology (clinical) (Q3); Neurology (Q4)"
214;17524;"Neurologia i Neurochirurgia Polska";journal;"00283843";0,202;Q3;21;82;237;2301;126;224;0,46;28,06;Poland;"Polish Neurological Society";"Neurology (clinical) (Q3); Surgery (Q3)"
215;17193;"Interventional Neuroradiology";journal;"11239344";0,192;Q3;29;67;253;1191;49;224;0,24;17,78;Italy;"Centauro SRL";"Cardiology and Cardiovascular Medicine (Q3); Neurology (clinical) (Q3); Radiology, Nuclear Medicine and Imaging (Q3)"
216;17551;"Acta Neurologica Taiwanica";journal;"1028768";0,185;Q3;20;51;149;1232;64;141;0,39;24,16;Taiwan;"Taiwan Neurological Society";"Medicine (miscellaneous) (Q3); Neurology (clinical) (Q3); Neurology (Q4)"
217;21775;"Neurological Surgery";journal;"03012603";0,185;Q3;19;133;380;2629;88;355;0,19;19,77;Japan;"Igaku-Shoin Ltd.";"Medicine (miscellaneous) (Q3); Neurology (clinical) (Q3); Surgery (Q3)"
218;17520;"Neurologia";journal;"02134853, 15781968";0,185;Q3;29;120;390;3658;196;300;0,70;30,48;Spain;"Ediciones Doyma S.A.";"Medicine (miscellaneous) (Q3); Neurology (clinical) (Q3)"
219;40483;"Ideggyogyaszati Szemle";journal;"00191442";0,179;Q3;12;62;183;1783;55;178;0,27;28,76;Hungary;"Kiadja Es Terjeszti A Literatura Medica";"Neurology (clinical) (Q3); Neurology (Q4)"
220;19700188600;"Activitas Nervosa Superior";journal;"18029698";0,178;Q3;6;19;32;788;12;32;0,38;41,47;Czech Republic;"Springer International Publishing AG";"Neurology (clinical) (Q3); Psychiatry and Mental Health (Q3); Behavioral Neuroscience (Q4); Biological Psychiatry (Q4); Cognitive Neuroscience (Q4); Neurology (Q4)"
221;16819;"Journal of the History of the Neurosciences";journal;"0964704";0,177;Q3;22;33;108;997;22;95;0,17;30,21;United Kingdom;"Taylor & Francis";"History and Philosophy of Science (Q3); Neurology (clinical) (Q3); Neuroscience (miscellaneous) (Q4)"
